"","event_date","event_type","country"
"1",2020-01-01,"Protests","Germany"
"2",2020-01-01,"Strategic developments","Germany"
"3",2020-01-01,"Protests","Germany"
"4",2020-01-01,"Strategic developments","Germany"
"5",2020-01-02,"Protests","Germany"
"6",2020-01-02,"Protests","Germany"
"7",2020-01-03,"Strategic developments","Germany"
"8",2020-01-03,"Protests","Germany"
"9",2020-01-03,"Protests","Germany"
"10",2020-01-03,"Protests","Germany"
"11",2020-01-03,"Protests","Germany"
"12",2020-01-03,"Protests","Germany"
"13",2020-01-04,"Protests","Germany"
"14",2020-01-04,"Protests","Germany"
"15",2020-01-04,"Explosions/Remote violence","Germany"
"16",2020-01-04,"Protests","Germany"
"17",2020-01-04,"Protests","Germany"
"18",2020-01-04,"Protests","Germany"
"19",2020-01-04,"Protests","Germany"
"20",2020-01-04,"Protests","Germany"
"21",2020-01-04,"Protests","Germany"
"22",2020-01-04,"Protests","Germany"
"23",2020-01-04,"Protests","Germany"
"24",2020-01-04,"Protests","Germany"
"25",2020-01-04,"Protests","Germany"
"26",2020-01-04,"Protests","Germany"
"27",2020-01-04,"Protests","Germany"
"28",2020-01-04,"Protests","Germany"
"29",2020-01-04,"Protests","Germany"
"30",2020-01-04,"Protests","Germany"
"31",2020-01-04,"Riots","Germany"
"32",2020-01-05,"Protests","Germany"
"33",2020-01-05,"Protests","Germany"
"34",2020-01-05,"Battles","Germany"
"35",2020-01-05,"Protests","Germany"
"36",2020-01-05,"Protests","Germany"
"37",2020-01-06,"Protests","Germany"
"38",2020-01-06,"Protests","Germany"
"39",2020-01-06,"Protests","Germany"
"40",2020-01-06,"Protests","Germany"
"41",2020-01-06,"Protests","Germany"
"42",2020-01-06,"Protests","Germany"
"43",2020-01-07,"Protests","Germany"
"44",2020-01-07,"Protests","Germany"
"45",2020-01-07,"Protests","Germany"
"46",2020-01-07,"Protests","Germany"
"47",2020-01-08,"Protests","Germany"
"48",2020-01-08,"Protests","Germany"
"49",2020-01-08,"Protests","Germany"
"50",2020-01-08,"Protests","Germany"
"51",2020-01-08,"Protests","Germany"
"52",2020-01-08,"Protests","Germany"
"53",2020-01-08,"Protests","Germany"
"54",2020-01-08,"Protests","Germany"
"55",2020-01-08,"Protests","Germany"
"56",2020-01-09,"Protests","Germany"
"57",2020-01-09,"Protests","Germany"
"58",2020-01-09,"Protests","Germany"
"59",2020-01-09,"Protests","Germany"
"60",2020-01-09,"Protests","Germany"
"61",2020-01-10,"Protests","Germany"
"62",2020-01-10,"Protests","Germany"
"63",2020-01-10,"Protests","Germany"
"64",2020-01-10,"Protests","Germany"
"65",2020-01-10,"Protests","Germany"
"66",2020-01-10,"Protests","Germany"
"67",2020-01-10,"Protests","Germany"
"68",2020-01-10,"Protests","Germany"
"69",2020-01-10,"Protests","Germany"
"70",2020-01-10,"Protests","Germany"
"71",2020-01-10,"Protests","Germany"
"72",2020-01-10,"Protests","Germany"
"73",2020-01-10,"Protests","Germany"
"74",2020-01-10,"Protests","Germany"
"75",2020-01-10,"Protests","Germany"
"76",2020-01-10,"Protests","Germany"
"77",2020-01-10,"Protests","Germany"
"78",2020-01-10,"Protests","Germany"
"79",2020-01-10,"Protests","Germany"
"80",2020-01-10,"Protests","Germany"
"81",2020-01-10,"Protests","Germany"
"82",2020-01-10,"Protests","Germany"
"83",2020-01-10,"Protests","Germany"
"84",2020-01-10,"Protests","Germany"
"85",2020-01-10,"Protests","Germany"
"86",2020-01-10,"Protests","Germany"
"87",2020-01-10,"Protests","Germany"
"88",2020-01-10,"Protests","Germany"
"89",2020-01-11,"Protests","Germany"
"90",2020-01-11,"Protests","Germany"
"91",2020-01-11,"Protests","Germany"
"92",2020-01-11,"Protests","Germany"
"93",2020-01-11,"Strategic developments","Germany"
"94",2020-01-11,"Protests","Germany"
"95",2020-01-11,"Protests","Germany"
"96",2020-01-11,"Riots","Germany"
"97",2020-01-11,"Strategic developments","Germany"
"98",2020-01-11,"Protests","Germany"
"99",2020-01-11,"Protests","Germany"
"100",2020-01-11,"Protests","Germany"
"101",2020-01-11,"Protests","Germany"
"102",2020-01-11,"Protests","Germany"
"103",2020-01-11,"Protests","Germany"
"104",2020-01-11,"Protests","Germany"
"105",2020-01-11,"Protests","Germany"
"106",2020-01-11,"Protests","Germany"
"107",2020-01-12,"Protests","Germany"
"108",2020-01-12,"Protests","Germany"
"109",2020-01-12,"Protests","Germany"
"110",2020-01-12,"Protests","Germany"
"111",2020-01-13,"Protests","Germany"
"112",2020-01-13,"Protests","Germany"
"113",2020-01-13,"Protests","Germany"
"114",2020-01-13,"Protests","Germany"
"115",2020-01-13,"Protests","Germany"
"116",2020-01-13,"Protests","Germany"
"117",2020-01-13,"Protests","Germany"
"118",2020-01-13,"Protests","Germany"
"119",2020-01-13,"Protests","Germany"
"120",2020-01-13,"Protests","Germany"
"121",2020-01-13,"Protests","Germany"
"122",2020-01-13,"Protests","Germany"
"123",2020-01-13,"Protests","Germany"
"124",2020-01-13,"Protests","Germany"
"125",2020-01-13,"Protests","Germany"
"126",2020-01-13,"Protests","Germany"
"127",2020-01-13,"Protests","Germany"
"128",2020-01-13,"Protests","Germany"
"129",2020-01-13,"Protests","Germany"
"130",2020-01-13,"Protests","Germany"
"131",2020-01-14,"Protests","Germany"
"132",2020-01-14,"Strategic developments","Germany"
"133",2020-01-14,"Protests","Germany"
"134",2020-01-14,"Protests","Germany"
"135",2020-01-14,"Protests","Germany"
"136",2020-01-14,"Protests","Germany"
"137",2020-01-14,"Protests","Germany"
"138",2020-01-14,"Protests","Germany"
"139",2020-01-14,"Protests","Germany"
"140",2020-01-14,"Riots","Germany"
"141",2020-01-14,"Strategic developments","Germany"
"142",2020-01-15,"Protests","Germany"
"143",2020-01-15,"Protests","Germany"
"144",2020-01-15,"Protests","Germany"
"145",2020-01-15,"Protests","Germany"
"146",2020-01-15,"Protests","Germany"
"147",2020-01-15,"Protests","Germany"
"148",2020-01-15,"Violence against civilians","Germany"
"149",2020-01-16,"Protests","Germany"
"150",2020-01-16,"Protests","Germany"
"151",2020-01-16,"Protests","Germany"
"152",2020-01-16,"Protests","Germany"
"153",2020-01-16,"Protests","Germany"
"154",2020-01-16,"Protests","Germany"
"155",2020-01-16,"Protests","Germany"
"156",2020-01-16,"Protests","Germany"
"157",2020-01-16,"Protests","Germany"
"158",2020-01-16,"Riots","Germany"
"159",2020-01-16,"Protests","Germany"
"160",2020-01-16,"Protests","Germany"
"161",2020-01-17,"Protests","Germany"
"162",2020-01-17,"Protests","Germany"
"163",2020-01-17,"Protests","Germany"
"164",2020-01-17,"Protests","Germany"
"165",2020-01-17,"Protests","Germany"
"166",2020-01-17,"Protests","Germany"
"167",2020-01-17,"Protests","Germany"
"168",2020-01-17,"Protests","Germany"
"169",2020-01-17,"Protests","Germany"
"170",2020-01-17,"Protests","Germany"
"171",2020-01-17,"Protests","Germany"
"172",2020-01-17,"Protests","Germany"
"173",2020-01-17,"Protests","Germany"
"174",2020-01-17,"Protests","Germany"
"175",2020-01-17,"Protests","Germany"
"176",2020-01-17,"Protests","Germany"
"177",2020-01-17,"Protests","Germany"
"178",2020-01-17,"Protests","Germany"
"179",2020-01-17,"Protests","Germany"
"180",2020-01-17,"Protests","Germany"
"181",2020-01-17,"Protests","Germany"
"182",2020-01-17,"Protests","Germany"
"183",2020-01-17,"Riots","Germany"
"184",2020-01-17,"Protests","Germany"
"185",2020-01-17,"Protests","Germany"
"186",2020-01-17,"Protests","Germany"
"187",2020-01-17,"Protests","Germany"
"188",2020-01-17,"Protests","Germany"
"189",2020-01-17,"Protests","Germany"
"190",2020-01-17,"Protests","Germany"
"191",2020-01-17,"Protests","Germany"
"192",2020-01-17,"Protests","Germany"
"193",2020-01-17,"Protests","Germany"
"194",2020-01-17,"Explosions/Remote violence","Germany"
"195",2020-01-18,"Protests","Germany"
"196",2020-01-18,"Protests","Germany"
"197",2020-01-18,"Protests","Germany"
"198",2020-01-18,"Protests","Germany"
"199",2020-01-18,"Protests","Germany"
"200",2020-01-18,"Protests","Germany"
"201",2020-01-18,"Protests","Germany"
"202",2020-01-18,"Protests","Germany"
"203",2020-01-18,"Protests","Germany"
"204",2020-01-18,"Protests","Germany"
"205",2020-01-18,"Protests","Germany"
"206",2020-01-18,"Protests","Germany"
"207",2020-01-18,"Protests","Germany"
"208",2020-01-18,"Protests","Germany"
"209",2020-01-18,"Protests","Germany"
"210",2020-01-18,"Protests","Germany"
"211",2020-01-18,"Riots","Germany"
"212",2020-01-18,"Protests","Germany"
"213",2020-01-18,"Protests","Germany"
"214",2020-01-18,"Protests","Germany"
"215",2020-01-18,"Protests","Germany"
"216",2020-01-18,"Protests","Germany"
"217",2020-01-18,"Protests","Germany"
"218",2020-01-19,"Protests","Germany"
"219",2020-01-19,"Protests","Germany"
"220",2020-01-19,"Protests","Germany"
"221",2020-01-19,"Protests","Germany"
"222",2020-01-19,"Protests","Germany"
"223",2020-01-19,"Protests","Germany"
"224",2020-01-19,"Protests","Germany"
"225",2020-01-19,"Strategic developments","Germany"
"226",2020-01-19,"Riots","Germany"
"227",2020-01-19,"Protests","Germany"
"228",2020-01-20,"Protests","Germany"
"229",2020-01-20,"Protests","Germany"
"230",2020-01-20,"Protests","Germany"
"231",2020-01-20,"Protests","Germany"
"232",2020-01-20,"Protests","Germany"
"233",2020-01-20,"Protests","Germany"
"234",2020-01-20,"Protests","Germany"
"235",2020-01-20,"Riots","Germany"
"236",2020-01-20,"Strategic developments","Germany"
"237",2020-01-20,"Riots","Germany"
"238",2020-01-20,"Protests","Germany"
"239",2020-01-20,"Strategic developments","Germany"
"240",2020-01-21,"Protests","Germany"
"241",2020-01-21,"Protests","Germany"
"242",2020-01-21,"Protests","Germany"
"243",2020-01-21,"Protests","Germany"
"244",2020-01-21,"Protests","Germany"
"245",2020-01-22,"Protests","Germany"
"246",2020-01-22,"Protests","Germany"
"247",2020-01-22,"Protests","Germany"
"248",2020-01-22,"Protests","Germany"
"249",2020-01-22,"Protests","Germany"
"250",2020-01-22,"Protests","Germany"
"251",2020-01-23,"Protests","Germany"
"252",2020-01-23,"Protests","Germany"
"253",2020-01-23,"Protests","Germany"
"254",2020-01-23,"Protests","Germany"
"255",2020-01-23,"Protests","Germany"
"256",2020-01-23,"Protests","Germany"
"257",2020-01-23,"Strategic developments","Germany"
"258",2020-01-23,"Protests","Germany"
"259",2020-01-23,"Protests","Germany"
"260",2020-01-23,"Protests","Germany"
"261",2020-01-24,"Protests","Germany"
"262",2020-01-24,"Protests","Germany"
"263",2020-01-24,"Protests","Germany"
"264",2020-01-24,"Protests","Germany"
"265",2020-01-24,"Protests","Germany"
"266",2020-01-24,"Protests","Germany"
"267",2020-01-24,"Protests","Germany"
"268",2020-01-24,"Protests","Germany"
"269",2020-01-24,"Protests","Germany"
"270",2020-01-24,"Protests","Germany"
"271",2020-01-24,"Protests","Germany"
"272",2020-01-24,"Protests","Germany"
"273",2020-01-24,"Protests","Germany"
"274",2020-01-24,"Protests","Germany"
"275",2020-01-24,"Protests","Germany"
"276",2020-01-24,"Protests","Germany"
"277",2020-01-24,"Protests","Germany"
"278",2020-01-24,"Protests","Germany"
"279",2020-01-24,"Protests","Germany"
"280",2020-01-24,"Protests","Germany"
"281",2020-01-24,"Protests","Germany"
"282",2020-01-24,"Protests","Germany"
"283",2020-01-24,"Protests","Germany"
"284",2020-01-24,"Protests","Germany"
"285",2020-01-24,"Protests","Germany"
"286",2020-01-24,"Protests","Germany"
"287",2020-01-24,"Protests","Germany"
"288",2020-01-24,"Protests","Germany"
"289",2020-01-24,"Protests","Germany"
"290",2020-01-24,"Protests","Germany"
"291",2020-01-24,"Protests","Germany"
"292",2020-01-24,"Protests","Germany"
"293",2020-01-24,"Protests","Germany"
"294",2020-01-24,"Protests","Germany"
"295",2020-01-24,"Protests","Germany"
"296",2020-01-24,"Protests","Germany"
"297",2020-01-24,"Protests","Germany"
"298",2020-01-24,"Protests","Germany"
"299",2020-01-24,"Protests","Germany"
"300",2020-01-24,"Protests","Germany"
"301",2020-01-24,"Protests","Germany"
"302",2020-01-24,"Protests","Germany"
"303",2020-01-25,"Protests","Germany"
"304",2020-01-25,"Protests","Germany"
"305",2020-01-25,"Protests","Germany"
"306",2020-01-25,"Protests","Germany"
"307",2020-01-25,"Protests","Germany"
"308",2020-01-25,"Protests","Germany"
"309",2020-01-25,"Strategic developments","Germany"
"310",2020-01-25,"Protests","Germany"
"311",2020-01-25,"Protests","Germany"
"312",2020-01-25,"Protests","Germany"
"313",2020-01-25,"Protests","Germany"
"314",2020-01-25,"Protests","Germany"
"315",2020-01-25,"Protests","Germany"
"316",2020-01-25,"Protests","Germany"
"317",2020-01-25,"Strategic developments","Germany"
"318",2020-01-25,"Riots","Germany"
"319",2020-01-25,"Riots","Germany"
"320",2020-01-26,"Protests","Germany"
"321",2020-01-26,"Protests","Germany"
"322",2020-01-26,"Protests","Germany"
"323",2020-01-26,"Strategic developments","Germany"
"324",2020-01-26,"Protests","Germany"
"325",2020-01-27,"Protests","Germany"
"326",2020-01-27,"Protests","Germany"
"327",2020-01-27,"Protests","Germany"
"328",2020-01-27,"Protests","Germany"
"329",2020-01-27,"Protests","Germany"
"330",2020-01-27,"Protests","Germany"
"331",2020-01-27,"Protests","Germany"
"332",2020-01-27,"Protests","Germany"
"333",2020-01-27,"Protests","Germany"
"334",2020-01-27,"Protests","Germany"
"335",2020-01-28,"Protests","Germany"
"336",2020-01-28,"Protests","Germany"
"337",2020-01-28,"Protests","Germany"
"338",2020-01-28,"Protests","Germany"
"339",2020-01-28,"Protests","Germany"
"340",2020-01-28,"Protests","Germany"
"341",2020-01-28,"Strategic developments","Germany"
"342",2020-01-28,"Strategic developments","Germany"
"343",2020-01-28,"Protests","Germany"
"344",2020-01-29,"Protests","Germany"
"345",2020-01-29,"Protests","Germany"
"346",2020-01-29,"Protests","Germany"
"347",2020-01-29,"Protests","Germany"
"348",2020-01-29,"Protests","Germany"
"349",2020-01-29,"Protests","Germany"
"350",2020-01-29,"Protests","Germany"
"351",2020-01-29,"Protests","Germany"
"352",2020-01-29,"Protests","Germany"
"353",2020-01-29,"Protests","Germany"
"354",2020-01-29,"Protests","Germany"
"355",2020-01-29,"Protests","Germany"
"356",2020-01-29,"Protests","Germany"
"357",2020-01-30,"Protests","Germany"
"358",2020-01-30,"Protests","Germany"
"359",2020-01-30,"Protests","Germany"
"360",2020-01-30,"Protests","Germany"
"361",2020-01-30,"Protests","Germany"
"362",2020-01-30,"Protests","Germany"
"363",2020-01-30,"Protests","Germany"
"364",2020-01-30,"Protests","Germany"
"365",2020-01-30,"Protests","Germany"
"366",2020-01-30,"Protests","Germany"
"367",2020-01-30,"Protests","Germany"
"368",2020-01-30,"Protests","Germany"
"369",2020-01-30,"Protests","Germany"
"370",2020-01-30,"Protests","Germany"
"371",2020-01-30,"Protests","Germany"
"372",2020-01-30,"Protests","Germany"
"373",2020-01-30,"Protests","Germany"
"374",2020-01-30,"Protests","Germany"
"375",2020-01-30,"Protests","Germany"
"376",2020-01-30,"Protests","Germany"
"377",2020-01-30,"Strategic developments","Germany"
"378",2020-01-30,"Strategic developments","Germany"
"379",2020-01-30,"Protests","Germany"
"380",2020-01-30,"Protests","Germany"
"381",2020-01-30,"Protests","Germany"
"382",2020-01-30,"Protests","Germany"
"383",2020-01-31,"Riots","Germany"
"384",2020-01-31,"Protests","Germany"
"385",2020-01-31,"Protests","Germany"
"386",2020-01-31,"Protests","Germany"
"387",2020-01-31,"Protests","Germany"
"388",2020-01-31,"Protests","Germany"
"389",2020-01-31,"Protests","Germany"
"390",2020-01-31,"Protests","Germany"
"391",2020-01-31,"Strategic developments","Germany"
"392",2020-01-31,"Protests","Germany"
"393",2020-01-31,"Protests","Germany"
"394",2020-01-31,"Strategic developments","Germany"
"395",2020-01-31,"Riots","Germany"
"396",2020-01-31,"Riots","Germany"
"397",2020-01-31,"Protests","Germany"
"398",2020-01-31,"Protests","Germany"
"399",2020-01-31,"Protests","Germany"
"400",2020-01-31,"Protests","Germany"
"401",2020-01-31,"Protests","Germany"
"402",2020-01-31,"Protests","Germany"
"403",2020-01-31,"Protests","Germany"
"404",2020-01-31,"Protests","Germany"
"405",2020-02-01,"Protests","Germany"
"406",2020-02-01,"Protests","Germany"
"407",2020-02-01,"Protests","Germany"
"408",2020-02-01,"Protests","Germany"
"409",2020-02-01,"Protests","Germany"
"410",2020-02-01,"Protests","Germany"
"411",2020-02-01,"Protests","Germany"
"412",2020-02-01,"Protests","Germany"
"413",2020-02-01,"Protests","Germany"
"414",2020-02-01,"Protests","Germany"
"415",2020-02-01,"Strategic developments","Germany"
"416",2020-02-01,"Protests","Germany"
"417",2020-02-01,"Protests","Germany"
"418",2020-02-01,"Protests","Germany"
"419",2020-02-01,"Protests","Germany"
"420",2020-02-01,"Protests","Germany"
"421",2020-02-01,"Protests","Germany"
"422",2020-02-01,"Protests","Germany"
"423",2020-02-01,"Riots","Germany"
"424",2020-02-01,"Protests","Germany"
"425",2020-02-01,"Riots","Germany"
"426",2020-02-01,"Protests","Germany"
"427",2020-02-01,"Protests","Germany"
"428",2020-02-02,"Protests","Germany"
"429",2020-02-02,"Protests","Germany"
"430",2020-02-02,"Protests","Germany"
"431",2020-02-02,"Protests","Germany"
"432",2020-02-02,"Strategic developments","Germany"
"433",2020-02-02,"Protests","Germany"
"434",2020-02-02,"Protests","Germany"
"435",2020-02-02,"Protests","Germany"
"436",2020-02-02,"Protests","Germany"
"437",2020-02-02,"Protests","Germany"
"438",2020-02-02,"Protests","Germany"
"439",2020-02-02,"Protests","Germany"
"440",2020-02-02,"Protests","Germany"
"441",2020-02-02,"Protests","Germany"
"442",2020-02-03,"Protests","Germany"
"443",2020-02-03,"Protests","Germany"
"444",2020-02-03,"Protests","Germany"
"445",2020-02-03,"Protests","Germany"
"446",2020-02-03,"Protests","Germany"
"447",2020-02-03,"Protests","Germany"
"448",2020-02-03,"Protests","Germany"
"449",2020-02-03,"Protests","Germany"
"450",2020-02-03,"Protests","Germany"
"451",2020-02-03,"Protests","Germany"
"452",2020-02-03,"Protests","Germany"
"453",2020-02-03,"Protests","Germany"
"454",2020-02-03,"Protests","Germany"
"455",2020-02-03,"Protests","Germany"
"456",2020-02-03,"Protests","Germany"
"457",2020-02-03,"Protests","Germany"
"458",2020-02-03,"Protests","Germany"
"459",2020-02-03,"Protests","Germany"
"460",2020-02-04,"Protests","Germany"
"461",2020-02-04,"Protests","Germany"
"462",2020-02-04,"Protests","Germany"
"463",2020-02-04,"Protests","Germany"
"464",2020-02-04,"Protests","Germany"
"465",2020-02-04,"Riots","Germany"
"466",2020-02-04,"Protests","Germany"
"467",2020-02-04,"Protests","Germany"
"468",2020-02-04,"Protests","Germany"
"469",2020-02-04,"Protests","Germany"
"470",2020-02-04,"Protests","Germany"
"471",2020-02-04,"Strategic developments","Germany"
"472",2020-02-04,"Strategic developments","Germany"
"473",2020-02-04,"Protests","Germany"
"474",2020-02-04,"Protests","Germany"
"475",2020-02-05,"Protests","Germany"
"476",2020-02-05,"Protests","Germany"
"477",2020-02-05,"Protests","Germany"
"478",2020-02-05,"Protests","Germany"
"479",2020-02-05,"Protests","Germany"
"480",2020-02-05,"Riots","Germany"
"481",2020-02-05,"Protests","Germany"
"482",2020-02-05,"Protests","Germany"
"483",2020-02-05,"Protests","Germany"
"484",2020-02-05,"Protests","Germany"
"485",2020-02-05,"Protests","Germany"
"486",2020-02-05,"Protests","Germany"
"487",2020-02-05,"Protests","Germany"
"488",2020-02-05,"Protests","Germany"
"489",2020-02-05,"Protests","Germany"
"490",2020-02-05,"Protests","Germany"
"491",2020-02-05,"Protests","Germany"
"492",2020-02-05,"Protests","Germany"
"493",2020-02-05,"Protests","Germany"
"494",2020-02-05,"Protests","Germany"
"495",2020-02-05,"Protests","Germany"
"496",2020-02-05,"Protests","Germany"
"497",2020-02-05,"Protests","Germany"
"498",2020-02-05,"Protests","Germany"
"499",2020-02-05,"Protests","Germany"
"500",2020-02-05,"Protests","Germany"
"501",2020-02-05,"Protests","Germany"
"502",2020-02-05,"Protests","Germany"
"503",2020-02-05,"Protests","Germany"
"504",2020-02-05,"Protests","Germany"
"505",2020-02-05,"Protests","Germany"
"506",2020-02-05,"Protests","Germany"
"507",2020-02-05,"Protests","Germany"
"508",2020-02-05,"Protests","Germany"
"509",2020-02-05,"Protests","Germany"
"510",2020-02-05,"Protests","Germany"
"511",2020-02-05,"Riots","Germany"
"512",2020-02-05,"Protests","Germany"
"513",2020-02-05,"Protests","Germany"
"514",2020-02-05,"Protests","Germany"
"515",2020-02-05,"Protests","Germany"
"516",2020-02-05,"Protests","Germany"
"517",2020-02-05,"Protests","Germany"
"518",2020-02-05,"Protests","Germany"
"519",2020-02-05,"Protests","Germany"
"520",2020-02-06,"Protests","Germany"
"521",2020-02-06,"Protests","Germany"
"522",2020-02-06,"Protests","Germany"
"523",2020-02-06,"Protests","Germany"
"524",2020-02-06,"Protests","Germany"
"525",2020-02-06,"Protests","Germany"
"526",2020-02-06,"Protests","Germany"
"527",2020-02-06,"Protests","Germany"
"528",2020-02-06,"Strategic developments","Germany"
"529",2020-02-06,"Strategic developments","Germany"
"530",2020-02-06,"Protests","Germany"
"531",2020-02-06,"Protests","Germany"
"532",2020-02-06,"Protests","Germany"
"533",2020-02-07,"Protests","Germany"
"534",2020-02-07,"Protests","Germany"
"535",2020-02-07,"Protests","Germany"
"536",2020-02-07,"Protests","Germany"
"537",2020-02-07,"Protests","Germany"
"538",2020-02-07,"Protests","Germany"
"539",2020-02-07,"Protests","Germany"
"540",2020-02-07,"Protests","Germany"
"541",2020-02-07,"Protests","Germany"
"542",2020-02-07,"Protests","Germany"
"543",2020-02-07,"Protests","Germany"
"544",2020-02-07,"Protests","Germany"
"545",2020-02-07,"Protests","Germany"
"546",2020-02-07,"Protests","Germany"
"547",2020-02-07,"Protests","Germany"
"548",2020-02-07,"Protests","Germany"
"549",2020-02-07,"Protests","Germany"
"550",2020-02-07,"Protests","Germany"
"551",2020-02-07,"Protests","Germany"
"552",2020-02-07,"Protests","Germany"
"553",2020-02-07,"Protests","Germany"
"554",2020-02-07,"Protests","Germany"
"555",2020-02-07,"Protests","Germany"
"556",2020-02-07,"Protests","Germany"
"557",2020-02-07,"Protests","Germany"
"558",2020-02-07,"Protests","Germany"
"559",2020-02-08,"Protests","Germany"
"560",2020-02-08,"Protests","Germany"
"561",2020-02-08,"Protests","Germany"
"562",2020-02-08,"Protests","Germany"
"563",2020-02-08,"Protests","Germany"
"564",2020-02-08,"Protests","Germany"
"565",2020-02-08,"Protests","Germany"
"566",2020-02-08,"Protests","Germany"
"567",2020-02-08,"Protests","Germany"
"568",2020-02-08,"Riots","Germany"
"569",2020-02-08,"Protests","Germany"
"570",2020-02-08,"Protests","Germany"
"571",2020-02-08,"Protests","Germany"
"572",2020-02-08,"Protests","Germany"
"573",2020-02-08,"Protests","Germany"
"574",2020-02-08,"Protests","Germany"
"575",2020-02-08,"Protests","Germany"
"576",2020-02-08,"Protests","Germany"
"577",2020-02-08,"Protests","Germany"
"578",2020-02-08,"Protests","Germany"
"579",2020-02-08,"Protests","Germany"
"580",2020-02-09,"Strategic developments","Germany"
"581",2020-02-09,"Protests","Germany"
"582",2020-02-09,"Protests","Germany"
"583",2020-02-09,"Protests","Germany"
"584",2020-02-10,"Protests","Germany"
"585",2020-02-10,"Protests","Germany"
"586",2020-02-10,"Protests","Germany"
"587",2020-02-10,"Protests","Germany"
"588",2020-02-10,"Protests","Germany"
"589",2020-02-10,"Protests","Germany"
"590",2020-02-10,"Protests","Germany"
"591",2020-02-10,"Protests","Germany"
"592",2020-02-11,"Protests","Germany"
"593",2020-02-11,"Protests","Germany"
"594",2020-02-11,"Protests","Germany"
"595",2020-02-11,"Protests","Germany"
"596",2020-02-11,"Protests","Germany"
"597",2020-02-11,"Protests","Germany"
"598",2020-02-11,"Protests","Germany"
"599",2020-02-11,"Protests","Germany"
"600",2020-02-12,"Protests","Germany"
"601",2020-02-12,"Protests","Germany"
"602",2020-02-12,"Protests","Germany"
"603",2020-02-12,"Protests","Germany"
"604",2020-02-12,"Protests","Germany"
"605",2020-02-12,"Protests","Germany"
"606",2020-02-12,"Violence against civilians","Germany"
"607",2020-02-12,"Strategic developments","Germany"
"608",2020-02-12,"Protests","Germany"
"609",2020-02-12,"Violence against civilians","Germany"
"610",2020-02-13,"Protests","Germany"
"611",2020-02-13,"Protests","Germany"
"612",2020-02-13,"Protests","Germany"
"613",2020-02-13,"Protests","Germany"
"614",2020-02-13,"Protests","Germany"
"615",2020-02-13,"Explosions/Remote violence","Germany"
"616",2020-02-13,"Protests","Germany"
"617",2020-02-13,"Strategic developments","Germany"
"618",2020-02-13,"Strategic developments","Germany"
"619",2020-02-13,"Strategic developments","Germany"
"620",2020-02-13,"Strategic developments","Germany"
"621",2020-02-13,"Protests","Germany"
"622",2020-02-13,"Protests","Germany"
"623",2020-02-13,"Protests","Germany"
"624",2020-02-13,"Protests","Germany"
"625",2020-02-13,"Protests","Germany"
"626",2020-02-13,"Protests","Germany"
"627",2020-02-14,"Protests","Germany"
"628",2020-02-14,"Protests","Germany"
"629",2020-02-14,"Protests","Germany"
"630",2020-02-14,"Protests","Germany"
"631",2020-02-14,"Protests","Germany"
"632",2020-02-14,"Protests","Germany"
"633",2020-02-14,"Protests","Germany"
"634",2020-02-14,"Protests","Germany"
"635",2020-02-14,"Protests","Germany"
"636",2020-02-14,"Protests","Germany"
"637",2020-02-14,"Protests","Germany"
"638",2020-02-14,"Protests","Germany"
"639",2020-02-14,"Protests","Germany"
"640",2020-02-14,"Protests","Germany"
"641",2020-02-14,"Protests","Germany"
"642",2020-02-14,"Protests","Germany"
"643",2020-02-14,"Protests","Germany"
"644",2020-02-14,"Protests","Germany"
"645",2020-02-14,"Protests","Germany"
"646",2020-02-14,"Protests","Germany"
"647",2020-02-14,"Protests","Germany"
"648",2020-02-14,"Protests","Germany"
"649",2020-02-14,"Protests","Germany"
"650",2020-02-14,"Protests","Germany"
"651",2020-02-14,"Protests","Germany"
"652",2020-02-14,"Protests","Germany"
"653",2020-02-14,"Protests","Germany"
"654",2020-02-14,"Protests","Germany"
"655",2020-02-14,"Protests","Germany"
"656",2020-02-14,"Protests","Germany"
"657",2020-02-14,"Protests","Germany"
"658",2020-02-14,"Protests","Germany"
"659",2020-02-14,"Protests","Germany"
"660",2020-02-14,"Protests","Germany"
"661",2020-02-14,"Protests","Germany"
"662",2020-02-14,"Protests","Germany"
"663",2020-02-14,"Protests","Germany"
"664",2020-02-14,"Protests","Germany"
"665",2020-02-14,"Protests","Germany"
"666",2020-02-14,"Protests","Germany"
"667",2020-02-14,"Strategic developments","Germany"
"668",2020-02-14,"Violence against civilians","Germany"
"669",2020-02-14,"Strategic developments","Germany"
"670",2020-02-14,"Protests","Germany"
"671",2020-02-14,"Protests","Germany"
"672",2020-02-14,"Protests","Germany"
"673",2020-02-14,"Strategic developments","Germany"
"674",2020-02-14,"Protests","Germany"
"675",2020-02-14,"Protests","Germany"
"676",2020-02-14,"Protests","Germany"
"677",2020-02-14,"Protests","Germany"
"678",2020-02-14,"Protests","Germany"
"679",2020-02-14,"Protests","Germany"
"680",2020-02-14,"Protests","Germany"
"681",2020-02-14,"Protests","Germany"
"682",2020-02-14,"Protests","Germany"
"683",2020-02-14,"Protests","Germany"
"684",2020-02-14,"Protests","Germany"
"685",2020-02-15,"Protests","Germany"
"686",2020-02-15,"Protests","Germany"
"687",2020-02-15,"Protests","Germany"
"688",2020-02-15,"Protests","Germany"
"689",2020-02-15,"Protests","Germany"
"690",2020-02-15,"Protests","Germany"
"691",2020-02-15,"Protests","Germany"
"692",2020-02-15,"Protests","Germany"
