"","event_date","event_type","country"
"13892",2022-11-03,"Protests","Germany"
"13893",2022-11-03,"Protests","Germany"
"13894",2022-11-03,"Protests","Germany"
"13895",2022-11-04,"Protests","Germany"
"13896",2022-11-04,"Protests","Germany"
"13897",2022-11-04,"Protests","Germany"
"13898",2022-11-04,"Protests","Germany"
"13899",2022-11-04,"Protests","Germany"
"13900",2022-11-04,"Protests","Germany"
"13901",2022-11-04,"Protests","Germany"
"13902",2022-11-04,"Protests","Germany"
"13903",2022-11-04,"Protests","Germany"
"13904",2022-11-04,"Protests","Germany"
"13905",2022-11-04,"Protests","Germany"
"13906",2022-11-04,"Protests","Germany"
"13907",2022-11-04,"Protests","Germany"
"13908",2022-11-04,"Protests","Germany"
"13909",2022-11-04,"Protests","Germany"
"13910",2022-11-04,"Protests","Germany"
"13911",2022-11-04,"Protests","Germany"
"13912",2022-11-04,"Protests","Germany"
"13913",2022-11-04,"Protests","Germany"
"13914",2022-11-04,"Protests","Germany"
"13915",2022-11-04,"Protests","Germany"
"13916",2022-11-04,"Protests","Germany"
"13917",2022-11-04,"Protests","Germany"
"13918",2022-11-04,"Protests","Germany"
"13919",2022-11-05,"Protests","Germany"
"13920",2022-11-05,"Protests","Germany"
"13921",2022-11-05,"Protests","Germany"
"13922",2022-11-05,"Protests","Germany"
"13923",2022-11-05,"Protests","Germany"
"13924",2022-11-05,"Protests","Germany"
"13925",2022-11-06,"Protests","Germany"
"13926",2022-11-06,"Protests","Germany"
"13927",2022-11-06,"Protests","Germany"
"13928",2022-11-07,"Protests","Germany"
"13929",2022-11-07,"Protests","Germany"
"13930",2022-11-07,"Protests","Germany"
"13931",2022-11-07,"Protests","Germany"
"13932",2022-11-07,"Protests","Germany"
"13933",2022-11-07,"Protests","Germany"
"13934",2022-11-07,"Protests","Germany"
"13935",2022-11-07,"Protests","Germany"
"13936",2022-11-07,"Protests","Germany"
"13937",2022-11-07,"Protests","Germany"
"13938",2022-11-07,"Protests","Germany"
"13939",2022-11-07,"Protests","Germany"
"13940",2022-11-07,"Protests","Germany"
"13941",2022-11-07,"Protests","Germany"
"13942",2022-11-07,"Protests","Germany"
"13943",2022-11-07,"Protests","Germany"
"13944",2022-11-07,"Protests","Germany"
"13945",2022-11-07,"Protests","Germany"
"13946",2022-11-07,"Protests","Germany"
"13947",2022-11-07,"Protests","Germany"
"13948",2022-11-07,"Protests","Germany"
"13949",2022-11-07,"Protests","Germany"
"13950",2022-11-07,"Protests","Germany"
"13951",2022-11-07,"Protests","Germany"
"13952",2022-11-07,"Protests","Germany"
"13953",2022-11-07,"Protests","Germany"
"13954",2022-11-07,"Protests","Germany"
"13955",2022-11-07,"Protests","Germany"
"13956",2022-11-07,"Protests","Germany"
"13957",2022-11-07,"Protests","Germany"
"13958",2022-11-07,"Protests","Germany"
"13959",2022-11-07,"Protests","Germany"
"13960",2022-11-07,"Protests","Germany"
"13961",2022-11-07,"Protests","Germany"
"13962",2022-11-07,"Protests","Germany"
"13963",2022-11-07,"Protests","Germany"
"13964",2022-11-07,"Protests","Germany"
"13965",2022-11-07,"Protests","Germany"
"13966",2022-11-08,"Protests","Germany"
"13967",2022-11-08,"Protests","Germany"
"13968",2022-11-08,"Protests","Germany"
"13969",2022-11-08,"Protests","Germany"
"13970",2022-11-08,"Protests","Germany"
"13971",2022-11-08,"Protests","Germany"
"13972",2022-11-08,"Protests","Germany"
"13973",2022-11-08,"Protests","Germany"
"13974",2022-11-09,"Protests","Germany"
"13975",2022-11-09,"Protests","Germany"
"13976",2022-11-10,"Protests","Germany"
"13977",2022-11-10,"Protests","Germany"
"13978",2022-11-10,"Protests","Germany"
"13979",2022-11-10,"Protests","Germany"
"13980",2022-11-11,"Protests","Germany"
"13981",2022-11-11,"Protests","Germany"
"13982",2022-11-12,"Protests","Germany"
"13983",2022-11-12,"Protests","Germany"
"13984",2022-11-12,"Protests","Germany"
"13985",2022-11-12,"Protests","Germany"
"13986",2022-11-12,"Protests","Germany"
"13987",2022-11-12,"Protests","Germany"
"13988",2022-11-12,"Protests","Germany"
"13989",2022-11-12,"Protests","Germany"
"13990",2022-11-12,"Protests","Germany"
"13991",2022-11-12,"Protests","Germany"
"13992",2022-11-12,"Protests","Germany"
"13993",2022-11-12,"Protests","Germany"
"13994",2022-11-12,"Protests","Germany"
"13995",2022-11-12,"Protests","Germany"
"13996",2022-11-12,"Protests","Germany"
"13997",2022-11-12,"Protests","Germany"
"13998",2022-11-12,"Strategic developments","Germany"
"13999",2022-11-12,"Protests","Germany"
"14000",2022-11-12,"Protests","Germany"
"14001",2022-11-12,"Riots","Germany"
"14002",2022-11-12,"Protests","Germany"
"14003",2022-11-12,"Protests","Germany"
"14004",2022-11-12,"Protests","Germany"
"14005",2022-11-12,"Protests","Germany"
"14006",2022-11-13,"Protests","Germany"
"14007",2022-11-13,"Protests","Germany"
"14008",2022-11-14,"Protests","Germany"
"14009",2022-11-14,"Protests","Germany"
"14010",2022-11-14,"Protests","Germany"
"14011",2022-11-14,"Protests","Germany"
"14012",2022-11-14,"Protests","Germany"
"14013",2022-11-14,"Protests","Germany"
"14014",2022-11-14,"Protests","Germany"
"14015",2022-11-14,"Protests","Germany"
"14016",2022-11-14,"Protests","Germany"
"14017",2022-11-14,"Protests","Germany"
"14018",2022-11-14,"Protests","Germany"
"14019",2022-11-14,"Protests","Germany"
"14020",2022-11-14,"Protests","Germany"
"14021",2022-11-15,"Protests","Germany"
"14022",2022-11-15,"Protests","Germany"
"14023",2022-11-15,"Protests","Germany"
"14024",2022-11-15,"Protests","Germany"
"14025",2022-11-15,"Protests","Germany"
"14026",2022-11-15,"Protests","Germany"
"14027",2022-11-15,"Protests","Germany"
"14028",2022-11-16,"Protests","Germany"
"14029",2022-11-16,"Protests","Germany"
"14030",2022-11-16,"Protests","Germany"
"14031",2022-11-16,"Protests","Germany"
"14032",2022-11-16,"Protests","Germany"
"14033",2022-11-16,"Protests","Germany"
"14034",2022-11-17,"Strategic developments","Germany"
"14035",2022-11-17,"Strategic developments","Germany"
"14036",2022-11-17,"Protests","Germany"
"14037",2022-11-17,"Protests","Germany"
"14038",2022-11-17,"Protests","Germany"
"14039",2022-11-17,"Protests","Germany"
"14040",2022-11-18,"Protests","Germany"
"14041",2022-11-19,"Protests","Germany"
"14042",2022-11-19,"Protests","Germany"
"14043",2022-11-19,"Protests","Germany"
"14044",2022-11-19,"Protests","Germany"
"14045",2022-11-19,"Protests","Germany"
"14046",2022-11-19,"Protests","Germany"
"14047",2022-11-20,"Protests","Germany"
"14048",2022-11-20,"Protests","Germany"
"14049",2022-11-20,"Protests","Germany"
"14050",2022-11-21,"Protests","Germany"
"14051",2022-11-21,"Protests","Germany"
"14052",2022-11-21,"Protests","Germany"
"14053",2022-11-21,"Protests","Germany"
"14054",2022-11-21,"Protests","Germany"
"14055",2022-11-21,"Protests","Germany"
"14056",2022-11-21,"Protests","Germany"
"14057",2022-11-21,"Protests","Germany"
"14058",2022-11-21,"Protests","Germany"
"14059",2022-11-21,"Protests","Germany"
"14060",2022-11-21,"Protests","Germany"
"14061",2022-11-21,"Protests","Germany"
"14062",2022-11-21,"Protests","Germany"
"14063",2022-11-21,"Protests","Germany"
"14064",2022-11-21,"Protests","Germany"
"14065",2022-11-21,"Protests","Germany"
"14066",2022-11-21,"Protests","Germany"
"14067",2022-11-21,"Protests","Germany"
"14068",2022-11-21,"Protests","Germany"
"14069",2022-11-21,"Protests","Germany"
"14070",2022-11-21,"Protests","Germany"
"14071",2022-11-22,"Protests","Germany"
"14072",2022-11-22,"Protests","Germany"
"14073",2022-11-22,"Protests","Germany"
"14074",2022-11-23,"Protests","Germany"
"14075",2022-11-24,"Protests","Germany"
"14076",2022-11-24,"Protests","Germany"
"14077",2022-11-24,"Protests","Germany"
"14078",2022-11-24,"Protests","Germany"
"14079",2022-11-24,"Protests","Germany"
"14080",2022-11-24,"Protests","Germany"
"14081",2022-11-24,"Protests","Germany"
"14082",2022-11-24,"Protests","Germany"
"14083",2022-11-24,"Protests","Germany"
"14084",2022-11-24,"Protests","Germany"
"14085",2022-11-24,"Protests","Germany"
"14086",2022-11-24,"Protests","Germany"
"14087",2022-11-24,"Protests","Germany"
"14088",2022-11-24,"Protests","Germany"
"14089",2022-11-24,"Protests","Germany"
"14090",2022-11-24,"Protests","Germany"
"14091",2022-11-24,"Protests","Germany"
"14092",2022-11-24,"Protests","Germany"
"14093",2022-11-24,"Protests","Germany"
"14094",2022-11-24,"Protests","Germany"
"14095",2022-11-24,"Protests","Germany"
"14096",2022-11-24,"Protests","Germany"
"14097",2022-11-24,"Protests","Germany"
"14098",2022-11-24,"Protests","Germany"
"14099",2022-11-24,"Protests","Germany"
"14100",2022-11-24,"Protests","Germany"
"14101",2022-11-24,"Protests","Germany"
"14102",2022-11-24,"Protests","Germany"
"14103",2022-11-24,"Protests","Germany"
"14104",2022-11-24,"Protests","Germany"
"14105",2022-11-25,"Protests","Germany"
"14106",2022-11-25,"Protests","Germany"
"14107",2022-11-25,"Protests","Germany"
"14108",2022-11-25,"Protests","Germany"
"14109",2022-11-25,"Protests","Germany"
"14110",2022-11-25,"Protests","Germany"
"14111",2022-11-25,"Protests","Germany"
"14112",2022-11-25,"Protests","Germany"
"14113",2022-11-25,"Protests","Germany"
"14114",2022-11-25,"Protests","Germany"
"14115",2022-11-25,"Protests","Germany"
"14116",2022-11-25,"Protests","Germany"
"14117",2022-11-25,"Protests","Germany"
"14118",2022-11-25,"Protests","Germany"
"14119",2022-11-25,"Protests","Germany"
"14120",2022-11-25,"Protests","Germany"
"14121",2022-11-25,"Protests","Germany"
"14122",2022-11-25,"Protests","Germany"
"14123",2022-11-25,"Protests","Germany"
"14124",2022-11-25,"Protests","Germany"
"14125",2022-11-25,"Protests","Germany"
"14126",2022-11-25,"Protests","Germany"
"14127",2022-11-25,"Protests","Germany"
"14128",2022-11-25,"Protests","Germany"
"14129",2022-11-25,"Protests","Germany"
"14130",2022-11-25,"Protests","Germany"
"14131",2022-11-25,"Protests","Germany"
"14132",2022-11-25,"Protests","Germany"
"14133",2022-11-25,"Protests","Germany"
"14134",2022-11-25,"Protests","Germany"
"14135",2022-11-25,"Protests","Germany"
"14136",2022-11-25,"Protests","Germany"
"14137",2022-11-25,"Protests","Germany"
"14138",2022-11-25,"Protests","Germany"
"14139",2022-11-25,"Protests","Germany"
"14140",2022-11-25,"Protests","Germany"
"14141",2022-11-25,"Protests","Germany"
"14142",2022-11-25,"Protests","Germany"
"14143",2022-11-25,"Protests","Germany"
"14144",2022-11-25,"Protests","Germany"
"14145",2022-11-25,"Protests","Germany"
"14146",2022-11-25,"Protests","Germany"
"14147",2022-11-25,"Protests","Germany"
"14148",2022-11-25,"Protests","Germany"
"14149",2022-11-25,"Protests","Germany"
"14150",2022-11-25,"Protests","Germany"
"14151",2022-11-25,"Protests","Germany"
"14152",2022-11-25,"Protests","Germany"
"14153",2022-11-25,"Protests","Germany"
"14154",2022-11-25,"Protests","Germany"
"14155",2022-11-25,"Protests","Germany"
"14156",2022-11-25,"Protests","Germany"
"14157",2022-11-26,"Protests","Germany"
"14158",2022-11-26,"Protests","Germany"
"14159",2022-11-26,"Protests","Germany"
"14160",2022-11-26,"Protests","Germany"
"14161",2022-11-26,"Protests","Germany"
"14162",2022-11-26,"Protests","Germany"
"14163",2022-11-26,"Protests","Germany"
"14164",2022-11-26,"Protests","Germany"
"14165",2022-11-26,"Riots","Germany"
"14166",2022-11-27,"Protests","Germany"
"14167",2022-11-28,"Protests","Germany"
"14168",2022-11-28,"Strategic developments","Germany"
"14169",2022-11-28,"Protests","Germany"
"14170",2022-11-28,"Protests","Germany"
"14171",2022-11-28,"Protests","Germany"
"14172",2022-11-28,"Protests","Germany"
"14173",2022-11-28,"Protests","Germany"
"14174",2022-11-29,"Protests","Germany"
"14175",2022-11-29,"Protests","Germany"
"14176",2022-11-29,"Protests","Germany"
"14177",2022-11-29,"Protests","Germany"
"14178",2022-11-29,"Protests","Germany"
"14179",2022-11-29,"Protests","Germany"
"14180",2022-11-30,"Protests","Germany"
"14181",2022-11-30,"Protests","Germany"
"14182",2022-11-30,"Protests","Germany"
"14183",2022-11-30,"Protests","Germany"
"14184",2022-11-30,"Protests","Germany"
"14185",2022-11-30,"Protests","Germany"
"14186",2022-11-30,"Protests","Germany"
"14187",2022-12-01,"Protests","Germany"
"14188",2022-12-02,"Protests","Germany"
"14189",2022-12-02,"Protests","Germany"
"14190",2022-12-02,"Protests","Germany"
"14191",2022-12-03,"Strategic developments","Germany"
"14192",2022-12-03,"Protests","Germany"
"14193",2022-12-03,"Protests","Germany"
"14194",2022-12-03,"Protests","Germany"
"14195",2022-12-03,"Protests","Germany"
"14196",2022-12-03,"Protests","Germany"
"14197",2022-12-03,"Protests","Germany"
"14198",2022-12-03,"Protests","Germany"
"14199",2022-12-03,"Protests","Germany"
"14200",2022-12-03,"Protests","Germany"
"14201",2022-12-03,"Protests","Germany"
"14202",2022-12-03,"Protests","Germany"
"14203",2022-12-03,"Protests","Germany"
"14204",2022-12-03,"Protests","Germany"
"14205",2022-12-03,"Protests","Germany"
"14206",2022-12-03,"Protests","Germany"
"14207",2022-12-04,"Protests","Germany"
"14208",2022-12-04,"Protests","Germany"
"14209",2022-12-05,"Protests","Germany"
"14210",2022-12-05,"Protests","Germany"
"14211",2022-12-05,"Protests","Germany"
"14212",2022-12-05,"Protests","Germany"
"14213",2022-12-05,"Protests","Germany"
"14214",2022-12-05,"Protests","Germany"
"14215",2022-12-05,"Protests","Germany"
"14216",2022-12-05,"Protests","Germany"
"14217",2022-12-05,"Protests","Germany"
"14218",2022-12-05,"Protests","Germany"
"14219",2022-12-05,"Protests","Germany"
"14220",2022-12-05,"Protests","Germany"
"14221",2022-12-05,"Protests","Germany"
"14222",2022-12-05,"Protests","Germany"
"14223",2022-12-06,"Protests","Germany"
"14224",2022-12-06,"Protests","Germany"
"14225",2022-12-06,"Protests","Germany"
"14226",2022-12-06,"Protests","Germany"
"14227",2022-12-07,"Protests","Germany"
"14228",2022-12-07,"Protests","Germany"
"14229",2022-12-07,"Strategic developments","Germany"
"14230",2022-12-08,"Protests","Germany"
"14231",2022-12-08,"Protests","Germany"
"14232",2022-12-08,"Protests","Germany"
"14233",2022-12-08,"Protests","Germany"
"14234",2022-12-08,"Protests","Germany"
"14235",2022-12-09,"Protests","Germany"
"14236",2022-12-09,"Protests","Germany"
"14237",2022-12-09,"Protests","Germany"
"14238",2022-12-10,"Protests","Germany"
"14239",2022-12-10,"Protests","Germany"
"14240",2022-12-10,"Protests","Germany"
"14241",2022-12-10,"Protests","Germany"
"14242",2022-12-10,"Protests","Germany"
"14243",2022-12-10,"Protests","Germany"
"14244",2022-12-10,"Protests","Germany"
"14245",2022-12-10,"Protests","Germany"
"14246",2022-12-10,"Protests","Germany"
"14247",2022-12-10,"Protests","Germany"
"14248",2022-12-10,"Protests","Germany"
"14249",2022-12-11,"Protests","Germany"
"14250",2022-12-11,"Protests","Germany"
"14251",2022-12-11,"Protests","Germany"
"14252",2022-12-11,"Protests","Germany"
"14253",2022-12-11,"Protests","Germany"
"14254",2022-12-12,"Protests","Germany"
"14255",2022-12-12,"Protests","Germany"
"14256",2022-12-12,"Protests","Germany"
"14257",2022-12-12,"Protests","Germany"
"14258",2022-12-12,"Protests","Germany"
"14259",2022-12-12,"Protests","Germany"
"14260",2022-12-12,"Protests","Germany"
"14261",2022-12-12,"Protests","Germany"
"14262",2022-12-12,"Protests","Germany"
"14263",2022-12-12,"Protests","Germany"
"14264",2022-12-12,"Protests","Germany"
"14265",2022-12-12,"Protests","Germany"
"14266",2022-12-12,"Protests","Germany"
"14267",2022-12-12,"Protests","Germany"
"14268",2022-12-13,"Protests","Germany"
"14269",2022-12-13,"Protests","Germany"
"14270",2022-12-14,"Protests","Germany"
"14271",2022-12-14,"Protests","Germany"
"14272",2022-12-14,"Protests","Germany"
"14273",2022-12-15,"Protests","Germany"
"14274",2022-12-15,"Protests","Germany"
"14275",2022-12-15,"Protests","Germany"
"14276",2022-12-16,"Protests","Germany"
"14277",2022-12-16,"Protests","Germany"
"14278",2022-12-17,"Protests","Germany"
"14279",2022-12-17,"Protests","Germany"
"14280",2022-12-17,"Protests","Germany"
"14281",2022-12-17,"Protests","Germany"
"14282",2022-12-17,"Protests","Germany"
"14283",2022-12-17,"Protests","Germany"
"14284",2022-12-17,"Protests","Germany"
"14285",2022-12-17,"Protests","Germany"
"14286",2022-12-17,"Protests","Germany"
"14287",2022-12-17,"Protests","Germany"
"14288",2022-12-17,"Protests","Germany"
"14289",2022-12-17,"Protests","Germany"
"14290",2022-12-18,"Riots","Germany"
"14291",2022-12-18,"Protests","Germany"
"14292",2022-12-19,"Protests","Germany"
"14293",2022-12-19,"Protests","Germany"
"14294",2022-12-19,"Protests","Germany"
"14295",2022-12-20,"Protests","Germany"
"14296",2022-12-20,"Protests","Germany"
"14297",2022-12-20,"Protests","Germany"
"14298",2022-12-20,"Protests","Germany"
"14299",2022-12-20,"Protests","Germany"
"14300",2022-12-21,"Protests","Germany"
"14301",2022-12-21,"Protests","Germany"
"14302",2022-12-21,"Protests","Germany"
"14303",2022-12-21,"Protests","Germany"
"14304",2022-12-22,"Protests","Germany"
"14305",2022-12-22,"Protests","Germany"
"14306",2022-12-22,"Protests","Germany"
"14307",2022-12-22,"Protests","Germany"
"14308",2022-12-22,"Protests","Germany"
"14309",2022-12-23,"Protests","Germany"
"14310",2022-12-24,"Protests","Germany"
"14311",2022-12-24,"Protests","Germany"
"14312",2022-12-24,"Protests","Germany"
"14313",2022-12-24,"Protests","Germany"
"14314",2022-12-24,"Protests","Germany"
"14315",2022-12-24,"Riots","Germany"
"14316",2022-12-25,"Riots","Germany"
"14317",2022-12-26,"Protests","Germany"
"14318",2022-12-26,"Protests","Germany"
"14319",2022-12-28,"Protests","Germany"
"14320",2022-12-28,"Strategic developments","Germany"
"14321",2022-12-28,"Protests","Germany"
"14322",2022-12-28,"Protests","Germany"
"14323",2022-12-31,"Strategic developments","Germany"
"14324",2022-12-31,"Protests","Germany"
"14325",2022-12-31,"Protests","Germany"
"14326",2022-12-31,"Protests","Germany"
"14327",2022-12-31,"Protests","Germany"
"14328",2022-12-31,"Protests","Germany"
"14329",2022-12-31,"Protests","Germany"
"14330",2023-01-01,"Protests","Germany"
"14331",2023-01-02,"Protests","Germany"
"14332",2023-01-02,"Protests","Germany"
"14333",2023-01-02,"Protests","Germany"
"14334",2023-01-02,"Protests","Germany"
"14335",2023-01-02,"Protests","Germany"
"14336",2023-01-02,"Protests","Germany"
"14337",2023-01-02,"Protests","Germany"
"14338",2023-01-02,"Protests","Germany"
"14339",2023-01-02,"Protests","Germany"
"14340",2023-01-02,"Riots","Germany"
"14341",2023-01-02,"Riots","Germany"
"14342",2023-01-03,"Protests","Germany"
"14343",2023-01-03,"Protests","Germany"
"14344",2023-01-03,"Protests","Germany"
"14345",2023-01-03,"Protests","Germany"
"14346",2023-01-03,"Protests","Germany"
"14347",2023-01-03,"Protests","Germany"
"14348",2023-01-04,"Strategic developments","Germany"
"14349",2023-01-04,"Protests","Germany"
"14350",2023-01-04,"Protests","Germany"
"14351",2023-01-04,"Protests","Germany"
"14352",2023-01-04,"Protests","Germany"
"14353",2023-01-04,"Protests","Germany"
"14354",2023-01-04,"Protests","Germany"
"14355",2023-01-04,"Protests","Germany"
"14356",2023-01-04,"Protests","Germany"
"14357",2023-01-04,"Protests","Germany"
"14358",2023-01-04,"Protests","Germany"
"14359",2023-01-04,"Protests","Germany"
"14360",2023-01-04,"Protests","Germany"
"14361",2023-01-04,"Protests","Germany"
"14362",2023-01-04,"Protests","Germany"
"14363",2023-01-04,"Protests","Germany"
"14364",2023-01-04,"Protests","Germany"
"14365",2023-01-04,"Protests","Germany"
"14366",2023-01-04,"Protests","Germany"
"14367",2023-01-04,"Protests","Germany"
"14368",2023-01-04,"Protests","Germany"
"14369",2023-01-06,"Violence against civilians","Germany"
"14370",2023-01-06,"Protests","Germany"
"14371",2023-01-06,"Protests","Germany"
"14372",2023-01-06,"Protests","Germany"
"14373",2023-01-06,"Protests","Germany"
"14374",2023-01-06,"Protests","Germany"
"14375",2023-01-06,"Protests","Germany"
"14376",2023-01-06,"Protests","Germany"
"14377",2023-01-06,"Protests","Germany"
"14378",2023-01-06,"Protests","Germany"
"14379",2023-01-06,"Protests","Germany"
"14380",2023-01-06,"Protests","Germany"
"14381",2023-01-06,"Protests","Germany"
"14382",2023-01-06,"Protests","Germany"
"14383",2023-01-06,"Protests","Germany"
"14384",2023-01-07,"Protests","Germany"
"14385",2023-01-07,"Protests","Germany"
"14386",2023-01-07,"Protests","Germany"
"14387",2023-01-08,"Protests","Germany"
"14388",2023-01-08,"Protests","Germany"
"14389",2023-01-08,"Protests","Germany"
"14390",2023-01-08,"Protests","Germany"
"14391",2023-01-08,"Protests","Germany"
"14392",2023-01-08,"Protests","Germany"
"14393",2023-01-08,"Protests","Germany"
"14394",2023-01-08,"Protests","Germany"
"14395",2023-01-08,"Strategic developments","Germany"
"14396",2023-01-08,"Riots","Germany"
"14397",2023-01-09,"Protests","Germany"
"14398",2023-01-09,"Protests","Germany"
"14399",2023-01-09,"Protests","Germany"
"14400",2023-01-09,"Protests","Germany"
"14401",2023-01-09,"Protests","Germany"
"14402",2023-01-09,"Protests","Germany"
"14403",2023-01-09,"Protests","Germany"
"14404",2023-01-09,"Protests","Germany"
"14405",2023-01-10,"Protests","Germany"
"14406",2023-01-10,"Protests","Germany"
"14407",2023-01-10,"Protests","Germany"
"14408",2023-01-10,"Protests","Germany"
"14409",2023-01-10,"Protests","Germany"
"14410",2023-01-10,"Protests","Germany"
"14411",2023-01-10,"Protests","Germany"
"14412",2023-01-10,"Protests","Germany"
"14413",2023-01-10,"Protests","Germany"
"14414",2023-01-10,"Riots","Germany"
"14415",2023-01-11,"Protests","Germany"
"14416",2023-01-11,"Protests","Germany"
"14417",2023-01-11,"Protests","Germany"
"14418",2023-01-11,"Protests","Germany"
"14419",2023-01-12,"Protests","Germany"
"14420",2023-01-12,"Violence against civilians","Germany"
"14421",2023-01-12,"Strategic developments","Germany"
"14422",2023-01-12,"Protests","Germany"
"14423",2023-01-12,"Protests","Germany"
"14424",2023-01-12,"Protests","Germany"
"14425",2023-01-12,"Protests","Germany"
"14426",2023-01-13,"Riots","Germany"
"14427",2023-01-13,"Protests","Germany"
"14428",2023-01-13,"Protests","Germany"
"14429",2023-01-13,"Protests","Germany"
"14430",2023-01-13,"Protests","Germany"
"14431",2023-01-14,"Protests","Germany"
"14432",2023-01-14,"Protests","Germany"
"14433",2023-01-14,"Protests","Germany"
"14434",2023-01-14,"Protests","Germany"
"14435",2023-01-14,"Protests","Germany"
"14436",2023-01-14,"Protests","Germany"
"14437",2023-01-14,"Protests","Germany"
"14438",2023-01-14,"Protests","Germany"
"14439",2023-01-14,"Protests","Germany"
"14440",2023-01-14,"Protests","Germany"
"14441",2023-01-14,"Protests","Germany"
"14442",2023-01-14,"Protests","Germany"
"14443",2023-01-14,"Riots","Germany"
"14444",2023-01-14,"Protests","Germany"
"14445",2023-01-14,"Riots","Germany"
"14446",2023-01-15,"Protests","Germany"
"14447",2023-01-15,"Protests","Germany"
"14448",2023-01-15,"Protests","Germany"
"14449",2023-01-15,"Protests","Germany"
"14450",2023-01-15,"Riots","Germany"
"14451",2023-01-16,"Protests","Germany"
"14452",2023-01-16,"Protests","Germany"
"14453",2023-01-16,"Protests","Germany"
"14454",2023-01-16,"Protests","Germany"
"14455",2023-01-16,"Protests","Germany"
"14456",2023-01-16,"Protests","Germany"
"14457",2023-01-16,"Protests","Germany"
"14458",2023-01-16,"Protests","Germany"
"14459",2023-01-16,"Protests","Germany"
"14460",2023-01-16,"Protests","Germany"
"14461",2023-01-16,"Riots","Germany"
"14462",2023-01-17,"Protests","Germany"
"14463",2023-01-17,"Protests","Germany"
"14464",2023-01-17,"Protests","Germany"
"14465",2023-01-17,"Strategic developments","Germany"
"14466",2023-01-17,"Protests","Germany"
"14467",2023-01-17,"Protests","Germany"
"14468",2023-01-17,"Protests","Germany"
"14469",2023-01-17,"Protests","Germany"
"14470",2023-01-18,"Protests","Germany"
"14471",2023-01-18,"Protests","Germany"
"14472",2023-01-18,"Protests","Germany"
"14473",2023-01-19,"Protests","Germany"
"14474",2023-01-20,"Protests","Germany"
"14475",2023-01-20,"Protests","Germany"
"14476",2023-01-20,"Protests","Germany"
"14477",2023-01-20,"Protests","Germany"
"14478",2023-01-20,"Protests","Germany"
"14479",2023-01-20,"Protests","Germany"
"14480",2023-01-20,"Protests","Germany"
"14481",2023-01-20,"Protests","Germany"
"14482",2023-01-20,"Protests","Germany"
"14483",2023-01-20,"Protests","Germany"
"14484",2023-01-20,"Protests","Germany"
"14485",2023-01-20,"Protests","Germany"
"14486",2023-01-20,"Protests","Germany"
"14487",2023-01-20,"Protests","Germany"
"14488",2023-01-20,"Protests","Germany"
"14489",2023-01-21,"Protests","Germany"
"14490",2023-01-21,"Protests","Germany"
"14491",2023-01-21,"Protests","Germany"
"14492",2023-01-21,"Protests","Germany"
"14493",2023-01-21,"Protests","Germany"
"14494",2023-01-21,"Protests","Germany"
"14495",2023-01-21,"Protests","Germany"
"14496",2023-01-21,"Protests","Germany"
"14497",2023-01-22,"Protests","Germany"
"14498",2023-01-22,"Protests","Germany"
"14499",2023-01-22,"Protests","Germany"
"14500",2023-01-22,"Protests","Germany"
"14501",2023-01-23,"Protests","Germany"
"14502",2023-01-23,"Protests","Germany"
"14503",2023-01-23,"Protests","Germany"
"14504",2023-01-23,"Protests","Germany"
"14505",2023-01-23,"Protests","Germany"
"14506",2023-01-23,"Protests","Germany"
"14507",2023-01-23,"Protests","Germany"
"14508",2023-01-23,"Protests","Germany"
"14509",2023-01-23,"Protests","Germany"
"14510",2023-01-23,"Protests","Germany"
"14511",2023-01-23,"Protests","Germany"
"14512",2023-01-23,"Protests","Germany"
"14513",2023-01-23,"Protests","Germany"
"14514",2023-01-23,"Protests","Germany"
"14515",2023-01-23,"Protests","Germany"
"14516",2023-01-23,"Protests","Germany"
"14517",2023-01-23,"Protests","Germany"
"14518",2023-01-24,"Protests","Germany"
"14519",2023-01-24,"Protests","Germany"
"14520",2023-01-24,"Protests","Germany"
"14521",2023-01-25,"Protests","Germany"
"14522",2023-01-25,"Protests","Germany"
"14523",2023-01-25,"Protests","Germany"
"14524",2023-01-25,"Protests","Germany"
"14525",2023-01-25,"Protests","Germany"
"14526",2023-01-26,"Strategic developments","Germany"
"14527",2023-01-26,"Protests","Germany"
"14528",2023-01-26,"Protests","Germany"
"14529",2023-01-26,"Protests","Germany"
"14530",2023-01-26,"Protests","Germany"
"14531",2023-01-26,"Protests","Germany"
"14532",2023-01-26,"Protests","Germany"
"14533",2023-01-26,"Violence against civilians","Germany"
"14534",2023-01-27,"Protests","Germany"
"14535",2023-01-27,"Riots","Germany"
"14536",2023-01-27,"Protests","Germany"
"14537",2023-01-27,"Protests","Germany"
"14538",2023-01-27,"Protests","Germany"
"14539",2023-01-27,"Protests","Germany"
"14540",2023-01-27,"Protests","Germany"
"14541",2023-01-28,"Protests","Germany"
"14542",2023-01-28,"Riots","Germany"
"14543",2023-01-28,"Protests","Germany"
"14544",2023-01-28,"Protests","Germany"
"14545",2023-01-28,"Protests","Germany"
"14546",2023-01-28,"Protests","Germany"
"14547",2023-01-28,"Protests","Germany"
"14548",2023-01-28,"Protests","Germany"
"14549",2023-01-28,"Protests","Germany"
"14550",2023-01-28,"Protests","Germany"
"14551",2023-01-28,"Protests","Germany"
"14552",2023-01-28,"Protests","Germany"
"14553",2023-01-28,"Protests","Germany"
"14554",2023-01-28,"Protests","Germany"
