report_id,coder_id,article_id,city,event_date,side,tactics,participants,num_participants,part_violence,police_eng,end_activity,dist_cause,slogans
1,01,1532079175Aachen_article_245,Aachen,2015-12-12,pro-pegida,demonstration,Pegida,130,0,0,2,too few participants,NA
2,01,1532079175Aachen_article_245,Aachen,2015-12-12,anti-pegida,demonstration;singing;concert,Stadt Aachen;Dialog der Religionen;Bistum Aachen;Bundestag,2000,0,0,NA,NA,Dumpfbacken sind nicht das Volk
3,01,1532079175Aachen_article_245,Aachen,2015-12-12,anti-pegida,demonstration,left-autonomous organizations,500,2,2,NA,NA,NA
4,01,1532079186Aachen_article_246,Aachen,2015-12-14,anti-pegida,demonstration,churches;parties;muslim organizations,2000,NA,0,NA,NA,NA
5,01,1532079186Aachen_article_246,Aachen,2015-12-14,anti-pegida,demonstration,left groups,500,2,2,NA,NA,NA
6,01,1532079186Aachen_article_246,Aachen,2015-12-14,pro-pegida,demonstration,Pegida,130,NA,0,NA,NA,NA
7,01,1532079211Aachen_article_248,Aachen,2015-12-14,pro-pegida,demonstration,Pegida,NA,NA,2,NA,NA,NA
8,01,1532079211Aachen_article_248,Aachen,2015-12-14,anti-pegida,demonstration;singing;concert,Stadt Aachen;Dialog der Religionen;left groups,NA,NA,2,NA,NA,NA
9,01,1532079227Aachen_article_249,Aachen,2015-12-14,pro-pegida,demonstration,Pegida,130,NA,0,NA,NA,Merkel muss weg;Grenzen toe;Allah is een luegen;Wir sind das Volk
10,01,1532079227Aachen_article_249,Aachen,2015-12-14,anti-pegida,demonstration;drown,left groups;Antifa,500,NA,2,NA,NA,NA
11,01,1532079241Aachen_article_250,Aachen,2015-12-13,anti-pegida,demonstration;singing;concert,Stadt Aachen;Bundestag;Städteregionsrat,2000,0,0,NA,NA,NA
12,01,1532079241Aachen_article_250,Aachen,2015-12-13,anti-pegida,demonstration,left-autonomous organizations,500,2,2,NA,NA,NA
13,01,1532079241Aachen_article_250,Aachen,2015-12-13,pro-pegida,demonstration,Pegida,130,0,0,NA,NA,NA
14,01,1532079264Aachen_article_252,Aachen,2015-12-13,pro-pegida,demonstration,Pegida,130,NA,NA,NA,NA,NA
15,01,1532079264Aachen_article_252,Aachen,2015-12-13,anti-pegida,demonstration,Stadt Aachen,2500,NA,NA,NA,NA,NA
18,01,1528882398Chemnitz_article_212,Chemnitz,2015-03-23,pro-pegida,demonstration,Pegida,NA,NA,NA,NA,NA,NA
19,01,1528882420Chemnitz_article_213,Chemnitz,2015-03-23,pro-pegida,demonstration,Pegida,NA,NA,NA,NA,NA,NA
33,01,1528883306Chemnitz_article_252,Chemnitz,2015-02-02,anti-pegida,demonstration,NA,350,NA,NA,NA,NA,NA
34,01,1538511088Darmstadt_article_182,Darmstadt,2015-02-02,anti-pegida,demonstration,student unions;DGB;GEW,600,NA,NA,NA,NA,Bunt ohne Braun;Gegen geistige Brandstifter;Solidarität statt Fremdenhass
35,01,1527510420Dortmund_article_40,Dortmund,2016-04-02,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
36,01,1527780650Hannover_article_138,Hannover,2016-09-03,pro-pegida,demonstration,Bürgerprotest Hannover,40,0,0,2,too few participants,NA
37,01,1527780650Hannover_article_138,Hannover,2016-09-03,anti-pegida,demonstration,Die Linke;labour unions;Die Partei,70,0,1,1,police did not allow counter-demonstrators to stay at demonstration venue where pegida protest activity took place and assigned them a different location,Burkapflicht für Nazis
38,01,1527781469Hannover_article_165,Hannover,2016-05-02,pro-pegida,demonstration,Bürgerprotest Hannover;Die Rechte;hooligans,70,0,0,NA,NA,NA
39,01,1527781469Hannover_article_165,Hannover,2016-05-02,anti-pegida,demonstration,NA,200,0,0,NA,NA,NA
40,01,1527781818Hannover_article_172,Hannover,2016-03-07,pro-pegida,demonstration,Pegida,100,0,0,0,NA,Merkel muss weg;Volksverräter;Wir sind das Volk
41,01,1527781818Hannover_article_172,Hannover,2016-03-07,anti-pegida,demonstration;sit-in,Bündnis Aktiv gegen Rassismus;Grüne Jugend;Gewerkschaftsjugend;Die Linke;Antifa,225,2,2,2,police dispersal;arrests,NA
42,01,1527782312Hannover_article_193,Hannover,2016-01-11,pro-pegida,demonstration,Pegida,150,0,0,NA,NA,NA
43,01,1527782312Hannover_article_193,Hannover,2016-01-11,anti-pegida,demonstration,left-autonomous organizations,70,0,0,NA,NA,NA
44,01,1527782335Hannover_article_194,Hannover,2016-01-11,pro-pegida,demonstration,Pegida,150,NA,NA,NA,NA,NA
45,01,1527782335Hannover_article_194,Hannover,2016-01-11,anti-pegida,demonstration,left-autonomous organizations,70,0,NA,NA,NA,NA
46,01,1527782586Hannover_article_205,Hannover,2015-11-30,pro-pegida,demonstration,Pegida,30,NA,0,2,counter-demonstrators;police dispersal,NA
47,01,1527782586Hannover_article_205,Hannover,2015-11-30,anti-pegida,demonstration,left-autonomous organizations,100,2,2,2,police dispersal;arrests,NA
48,01,1527782678Hannover_article_209,Hannover,2015-11-16,pro-pegida,demonstration,Pegida,120,NA,0,1,counter-demonstrators,Merkel raus;Wir sind das Volk
49,01,1527782678Hannover_article_209,Hannover,2015-11-16,anti-pegida,demonstration,NA,100,2,2,2,police dispersal;arrests,NA
50,01,1527783034Hannover_article_224,Hannover,2015-01-26,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
51,01,1527783125Hannover_article_228,Hannover,2015-01-12,anti-pegida,demonstration,NA,19000,NA,NA,NA,NA,NA
52,01,1527783125Hannover_article_228,Hannover,2015-01-12,pro-pegida,demonstration,Pegida,NA,NA,NA,NA,NA,NA
53,01,1527783148Hannover_article_229,Hannover,2015-01-12,anti-pegida,demonstration,NA,19000,NA,NA,NA,NA,NA
54,01,1527783148Hannover_article_229,Hannover,2015-01-12,pro-pegida,demonstration,Pegida,NA,NA,NA,NA,NA,NA
55,01,1527783172Hannover_article_230,Hannover,2015-01-12,anti-pegida,demonstration,NA,19000,NA,NA,NA,NA,NA
56,01,1527783172Hannover_article_230,Hannover,2015-01-12,pro-pegida,demonstration,Pegida,200,NA,NA,NA,NA,NA
57,01,1527783196Hannover_article_231,Hannover,2015-01-12,anti-pegida,demonstration,NA,17000,NA,NA,NA,NA,NA
58,01,1534420220Heidelberg_article_26,Heidelberg,2015-10-24,pro-pegida,demonstration,Pegida,30,0,0,NA,NA,NA
59,01,1534420220Heidelberg_article_26,Heidelberg,2015-10-24,anti-pegida,demonstration,parties;unions;churches,2000,0,0,NA,NA,NA
60,01,1534420458Heidelberg_article_37,Heidelberg,2015-01-27,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
61,01,1534420480Heidelberg_article_38,Heidelberg,2015-01-26,anti-pegida,demonstration,NA,500,NA,NA,NA,NA,NA
62,01,1534421056Heidelberg_article_55,Heidelberg,2015-01-12,anti-pegida,demonstration,Nogida,4000,NA,NA,NA,NA,NA
63,01,1528289118Jena_article_133,Jena,2016-04-20,pro-pegida,demonstration,Thügida;neonazis,200,NA,NA,NA,NA,NA
64,01,1528289118Jena_article_133,Jena,2016-04-20,anti-pegida,demonstration,NA,2000,3,NA,NA,NA,NA
65,01,1528289186Jena_article_136,Jena,2016-04-20,pro-pegida,demonstration;torchlight procession,Thügida;right-wing extremists,200,NA,0,NA,NA,NA
66,01,1528289186Jena_article_136,Jena,2016-04-20,anti-pegida,demonstration,NA,3000,2,0,NA,NA,NA
67,01,1528289232Jena_article_138,Jena,2016-04-20,pro-pegida,demonstration;torchlight procession,Thügida;neonazis;right-wing extremists,NA,2,0,NA,NA,NA
68,01,1528289232Jena_article_138,Jena,2016-04-20,anti-pegida,demonstration,left-wing extremists,NA,2,0,NA,NA,NA
69,01,1528289253Jena_article_139,Jena,2016-04-20,pro-pegida,demonstration;torchlight procession,Thügida;right-wing extremists,200,0,0,NA,NA,NA
70,01,1528289253Jena_article_139,Jena,2016-04-20,anti-pegida,demonstration,NA,3000,4,0,NA,NA,NA
71,01,1528289276Jena_article_140,Jena,2016-04-20,pro-pegida,demonstration,Thügida,200,2,2,NA,NA,NA
72,01,1528289276Jena_article_140,Jena,2016-04-20,anti-pegida,demonstration,NA,3000,4,2,NA,NA,NA
73,01,1528289299Jena_article_141,Jena,2016-04-20,pro-pegida,demonstration,Thügida,NA,NA,0,NA,NA,NA
74,01,1528289299Jena_article_141,Jena,2016-04-20,anti-pegida,demonstration,NA,3000,4,0,NA,NA,NA
75,01,1528289322Jena_article_142,Jena,2016-04-20,pro-pegida,demonstration;torchlight procession,Thügida;neonazis,200,4,2,NA,NA,NA
76,01,1528289322Jena_article_142,Jena,2016-04-20,anti-pegida,demonstration;drown;singing;sit-in,NA,4000,4,2,NA,NA,Nazis raus
77,01,1529672759Mönchengladbach_article_69,Mönchengladbach,2016-03-11,pro-pegida,demonstration,Mönchengladbach steht auf;hooligans,90,NA,NA,NA,NA,NA
78,01,1529672772Mönchengladbach_article_70,Mönchengladbach,2016-03-11,pro-pegida,demonstration,Mönchengladbach steht auf;hooligans;football fans,90,NA,NA,NA,NA,NA
79,01,1529673256Mönchengladbach_article_91,Mönchengladbach,2016-01-08,pro-pegida,demonstration,Mönchengladbach steht auf;football fans,230,0,0,NA,NA,NA
80,01,1529673256Mönchengladbach_article_91,Mönchengladbach,2016-01-08,anti-pegida,demonstration;singing,Bündnis Aufstehen! Für Menschenwürde. Gegen Rechtsextremismus,300,0,0,NA,NA,NA
81,01,1529673416Mönchengladbach_article_98,Mönchengladbach,2015-12-04,pro-pegida,demonstration,Mönchengladbach steht auf,100,0,0,NA,NA,NA
82,01,1529673416Mönchengladbach_article_98,Mönchengladbach,2015-12-04,anti-pegida,demonstration,Mönchengladbach stellt sich quer,300,0,0,NA,NA,NA
83,01,1529673716Mönchengladbach_article_111,Mönchengladbach,2015-10-31,pro-pegida,demonstration,Mönchengladbach steht auf,NA,NA,NA,NA,NA,NA
84,01,1529673738Mönchengladbach_article_112,Mönchengladbach,2015-10-30,pro-pegida,demonstration,Mönchengladbach steht auf,100,NA,NA,NA,NA,NA
85,01,1529673782Mönchengladbach_article_114,Mönchengladbach,2015-10-30,pro-pegida,demonstration,Mönchengladbach steht auf,100,NA,NA,NA,NA,NA
86,01,1529673804Mönchengladbach_article_115,Mönchengladbach,2015-10-30,pro-pegida,demonstration,Mönchengladbach steht auf,100,0,0,NA,NA,Wir sind das Volk;Merkel muss weg;Lügenpresse
87,01,1529673804Mönchengladbach_article_115,Mönchengladbach,2015-10-30,anti-pegida,demonstration,Mönchengladbach stellt sich quer;SPD;Landtag Nordrhein-Westfalen,300,0,0,NA,NA,Haut ab
88,01,1529673826Mönchengladbach_article_116,Mönchengladbach,2015-10-30,pro-pegida,demonstration,Mönchengladbach steht auf,100,0,0,NA,NA,Wir sind das Volk;Merkel muss weg;Lügenpresse
89,01,1529673826Mönchengladbach_article_116,Mönchengladbach,2015-10-30,anti-pegida,demonstration,Mönchengladbach stellt sich quer;SPD;Landtag Nordrhein-Westfalen,300,0,0,NA,NA,Haut ab
90,01,1533640737Nürnberg_article_39,Nürnberg,2017-03-26,pro-pegida,demonstration,Pegida,100,NA,NA,NA,NA,NA
91,01,1533640737Nürnberg_article_39,Nürnberg,2017-03-26,anti-pegida,demonstration,NA,120,NA,NA,NA,NA,Gemeinsam entschlossen gegen den Rechtsruck
92,01,1533640989Nürnberg_article_50,Nürnberg,2017-02-17,anti-pegida,demonstration,Verdi,150,0,0,0,NA,NA
93,01,1533640989Nürnberg_article_50,Nürnberg,2017-02-17,pro-pegida,demonstration,Pegida,10,0,0,0,NA,NA
94,01,1533718329Nürnberg_article_219,Nürnberg,2016-02-15,pro-pegida,demonstration,Initiative Sichere Heimat;Pegida;AfD;NPD,150,0,0,0,NA,NA
95,01,1533718329Nürnberg_article_219,Nürnberg,2016-02-15,anti-pegida,demonstration,Fürther Bündnis gegen Rechtsextremismus und Rassismus;Nürnberger Bündnis Nazistopp,250,0,0,0,NA,NA
96,01,1533718879Nürnberg_article_226,Nürnberg,2016-01-31,pro-pegida,demonstration,Initiative Sichere Heimat;Pegida;AfD,500,NA,NA,NA,NA,NA
97,01,1533719099Nürnberg_article_231,Nürnberg,2016-01-31,pro-pegida,demonstration,Pegida;AfD;Die Rechte,500,NA,NA,NA,NA,Lügenpresse
98,01,1533719472Nürnberg_article_246,Nürnberg,2016-01-18,pro-pegida,demonstration,Pegida,200,NA,0,NA,NA,NA
99,01,1533719472Nürnberg_article_246,Nürnberg,2016-01-18,anti-pegida,demonstration,Bündnis Nazistopp;SPD;Die Grünen;unions;Verdi Jugend;left groups,600,2,2,NA,NA,Nazis abschieben
100,01,1533719493Nürnberg_article_247,Nürnberg,2016-01-16,pro-pegida,demonstration,Pegida;right-wing extremists;neonazis,150,0,0,0,NA,NA
101,01,1533719493Nürnberg_article_247,Nürnberg,2016-01-16,anti-pegida,demonstration,left-autonomous organizations,600,2,2,NA,NA,NA
102,01,1533719517Nürnberg_article_248,Nürnberg,2016-01-16,pro-pegida,demonstration,Pegida,200,0,0,0,NA,NA
103,01,1533719517Nürnberg_article_248,Nürnberg,2016-01-16,anti-pegida,demonstration,left-autonomous organizations,600,2,2,NA,NA,NA
104,01,1533723545Nürnberg_article_399,Nürnberg,2016-01-31,pro-pegida,demonstration,Pegida;AfD;Die Rechte,500,NA,NA,NA,NA,NA
105,01,1533723880Nürnberg_article_414,Nürnberg,2016-01-18,pro-pegida,demonstration,Pegida,200,NA,0,NA,NA,NA
106,01,1533723880Nürnberg_article_414,Nürnberg,2016-01-18,anti-pegida,demonstration,Bündnis Nazistopp;SPD;Die Grünen;unions;Verdi Jugend;left groups,600,2,2,NA,NA,Nazis abschieben
107,01,1533723902Nürnberg_article_415,Nürnberg,2016-01-16,pro-pegida,demonstration,Pegida;right-wing extremists;neonazis,150,0,0,0,NA,NA
108,01,1533723902Nürnberg_article_415,Nürnberg,2016-01-16,anti-pegida,demonstration,left-autonomous organizations,600,2,2,NA,NA,NA
109,01,1533723923Nürnberg_article_416,Nürnberg,2016-01-16,pro-pegida,demonstration,Pegida,200,0,0,0,NA,NA
110,01,1533723923Nürnberg_article_416,Nürnberg,2016-01-16,anti-pegida,demonstration,left-autonomous organizations,600,2,2,NA,NA,NA
111,01,1533727872Nürnberg_article_567,Nürnberg,2016-01-31,pro-pegida,demonstration,Pegida;AfD;Die Rechte,500,NA,NA,NA,NA,NA
112,01,1533817277Nürnberg_article_701,Nürnberg,2015-10-31,pro-pegida,demonstration,Pegida,NA,NA,NA,NA,NA,NA
113,01,1533817289Nürnberg_article_702,Nürnberg,2015-10-31,pro-pegida,demonstration,Pegida,130,0,0,1,counter-demonstrators,NA
114,01,1533817289Nürnberg_article_702,Nürnberg,2015-10-31,anti-pegida,demonstration,Bündnis Nazistopp,500,0,0,0,NA,NA
115,01,1533817301Nürnberg_article_703,Nürnberg,2015-11-02,pro-pegida,demonstration,Pegida,130,0,0,0,NA,NA
116,01,1533817301Nürnberg_article_703,Nürnberg,2015-11-02,anti-pegida,demonstration,Bündnis Nazistopp,500,0,0,0,NA,NA
117,01,1533817314Nürnberg_article_704,Nürnberg,2015-10-31,pro-pegida,demonstration,Pegida,130,0,0,1,counter-demonstrators,NA
118,01,1533817314Nürnberg_article_704,Nürnberg,2015-10-31,anti-pegida,demonstration,Bündnis Nazistopp,500,0,0,0,NA,NA
119,01,1533817408Nürnberg_article_712,Nürnberg,2015-10-24,anti-pegida,demonstration,Stadt Nürnberg;Landtag Bayern;CSU;DGB;protestant church,200,NA,NA,NA,NA,NA
120,01,1533817408Nürnberg_article_712,Nürnberg,2015-10-24,pro-pegida,demonstration,Pegida,100,NA,0,0,NA,NA
121,01,1533817408Nürnberg_article_712,Nürnberg,2015-10-24,anti-pegida,demonstration,NA,350,NA,0,0,NA,NA
122,01,1533817431Nürnberg_article_714,Nürnberg,2015-10-26,pro-pegida,demonstration,Pegida,NA,NA,NA,NA,NA,NA
123,01,1533817431Nürnberg_article_714,Nürnberg,2015-10-26,anti-pegida,demonstration,NA,350,NA,NA,NA,NA,NA
124,01,1533817455Nürnberg_article_716,Nürnberg,2015-10-24,anti-pegida,demonstration,Stadt Nürnberg;Landtag Bayern;CSU;protestant church;Die Grünen;Stadtrat;DGB,500,NA,0,NA,NA,NA
125,01,1533817455Nürnberg_article_716,Nürnberg,2015-10-24,pro-pegida,demonstration,Pegida,100,NA,0,NA,NA,NA
126,01,1533817467Nürnberg_article_717,Nürnberg,2015-10-26,pro-pegida,demonstration,Pegida;neonazis,120,NA,0,NA,NA,NA
127,01,1533817467Nürnberg_article_717,Nürnberg,2015-10-26,anti-pegida,demonstration,NA,350,NA,0,NA,NA,NA
128,01,1533817501Nürnberg_article_720,Nürnberg,2015-10-26,pro-pegida,demonstration,Pegida;neonazis,120,NA,0,NA,NA,NA
129,01,1533817501Nürnberg_article_720,Nürnberg,2015-10-26,anti-pegida,demonstration,NA,350,NA,0,NA,NA,NA
130,01,1533819240Nürnberg_article_777,Nürnberg,2015-05-21,pro-pegida,demonstration,Pegida,100,0,0,0,NA,NA
131,01,1533819240Nürnberg_article_777,Nürnberg,2015-05-21,anti-pegida,demonstration,NA,300,0,0,0,NA,NA
132,01,1533819479Nürnberg_article_788,Nürnberg,2015-05-07,pro-pegida,demonstration,Pegida,50,0,0,0,NA,NA
133,01,1533819479Nürnberg_article_788,Nürnberg,2015-05-07,anti-pegida,demonstration,Bündnis Nazistopp,200,0,0,0,NA,NA
134,01,1533819878Nürnberg_article_803,Nürnberg,2015-04-23,pro-pegida,demonstration,Pegida,50,0,0,NA,NA,NA
135,01,1533819878Nürnberg_article_803,Nürnberg,2015-04-23,anti-pegida,demonstration,Bündnis Nazistopp,150,0,0,NA,NA,NA
136,01,1533819919Nürnberg_article_805,Nürnberg,2015-04-16,pro-pegida,demonstration,Pegida,70,0,0,NA,NA,NA
137,01,1533819919Nürnberg_article_805,Nürnberg,2015-04-16,anti-pegida,demonstration,NA,350,0,0,NA,NA,NA
138,01,1533820247Nürnberg_article_820,Nürnberg,2015-04-09,pro-pegida,demonstration,Pegida,70,0,0,0,NA,NA
139,01,1533820247Nürnberg_article_820,Nürnberg,2015-04-09,anti-pegida,demonstration,NA,300,0,0,0,NA,NA
140,01,1533820290Nürnberg_article_822,Nürnberg,2015-04-09,pro-pegida,demonstration,Pegida,70,NA,0,0,NA,NA
141,01,1533820290Nürnberg_article_822,Nürnberg,2015-04-09,anti-pegida,demonstration,NA,300,NA,0,0,NA,NA
142,01,1533820566Nürnberg_article_834,Nürnberg,2015-03-26,pro-pegida,demonstration,Pegida,50,NA,0,NA,NA,NA
143,01,1533820566Nürnberg_article_834,Nürnberg,2015-03-26,anti-pegida,demonstration,DGB;DIDF,500,NA,0,NA,NA,NA
144,01,1533820586Nürnberg_article_835,Nürnberg,2015-03-26,pro-pegida,demonstration,Pegida,60,0,0,NA,NA,NA
145,01,1533820586Nürnberg_article_835,Nürnberg,2015-03-26,anti-pegida,demonstration,DGB;DIDF,500,0,0,NA,NA,NA
146,01,1533820791Nürnberg_article_844,Nürnberg,2015-03-19,pro-pegida,demonstration,Pegida,70,NA,0,0,NA,NA
147,01,1533820791Nürnberg_article_844,Nürnberg,2015-03-19,anti-pegida,demonstration;drown,Die Linke,250,NA,0,NA,NA,NA
148,01,1533821016Nürnberg_article_854,Nürnberg,2015-03-12,pro-pegida,demonstration,Pegida,50,0,0,NA,NA,NA
149,01,1533821016Nürnberg_article_854,Nürnberg,2015-03-12,anti-pegida,demonstration,Bündnis Nazistopp,500,0,0,NA,NA,NA
150,01,1533821201Nürnberg_article_858,Nürnberg,2015-03-09,pro-pegida,demonstration,Nügida,40,NA,NA,NA,NA,NA
151,01,1533821201Nürnberg_article_858,Nürnberg,2015-03-09,anti-pegida,demonstration,NA,600,NA,NA,NA,NA,NA
152,01,1533821289Nürnberg_article_862,Nürnberg,2015-03-09,pro-pegida,demonstration,Nügida,40,NA,0,0,NA,NA
153,01,1533821289Nürnberg_article_862,Nürnberg,2015-03-09,anti-pegida,demonstration,Initiative rassistische Hetze stoppen,600,2,2,NA,NA,NA
154,01,1533821449Nürnberg_article_865,Nürnberg,2015-03-09,pro-pegida,demonstration,Nügida,40,0,0,NA,NA,NA
155,01,1533821449Nürnberg_article_865,Nürnberg,2015-03-09,anti-pegida,demonstration;drown,NA,600,0,0,NA,NA,Haut ab;Ihr seid ja ein lächerlicher Haufen;Neonazistische Überflieger gegen die Intelligenz des Abendlandes
156,01,1533821611Nürnberg_article_872,Nürnberg,2015-03-06,pro-pegida,demonstration,Pegida,60,0,0,0,NA,NA
157,01,1533821611Nürnberg_article_872,Nürnberg,2015-03-06,anti-pegida,demonstration;drown,Allianz gegen Rassismus;Bündnis Nazistopp;Antifaschistisches Aktionsbündnis;NOnügiga,1000,0,0,0,NA,NA
158,01,1533821634Nürnberg_article_873,Nürnberg,2015-03-05,pro-pegida,demonstration,Pegida;Die Freiheit,60,0,0,NA,NA,NA
159,01,1533821634Nürnberg_article_873,Nürnberg,2015-03-05,anti-pegida,demonstration;drown;darkening,Allianz gegen Rassismus;Bündnis Nazistopp;Antifaschistisches Aktionsbündnis;NOnügiga;Verdi,1000,3,2,0,NA,Haut ab
160,01,1533821654Nürnberg_article_874,Nürnberg,2015-03-05,pro-pegida,demonstration,Pegida,60,0,0,NA,NA,NA
161,01,1533821654Nürnberg_article_874,Nürnberg,2015-03-05,anti-pegida,demonstration,NA,1000,0,0,NA,NA,NA
162,01,1533821677Nürnberg_article_875,Nürnberg,2015-03-06,pro-pegida,demonstration,Pegida,60,NA,0,0,NA,"Stoppt die Islamisierung Deutschlands;Wer Deutschland nicht liebt, muss Deutschland verlassen"
163,01,1533821677Nürnberg_article_875,Nürnberg,2015-03-06,anti-pegida,demonstration;drown;darkening,Bündnis Nazistopp;Verdi,1000,NA,0,0,NA,"Wenn ein Fremdling bei euch wohnt in eurem Lande, den sollt ihr nicht bedrücken. Er soll bei euch wohnen wie ein Einheimischer;Nazis raus"
164,01,1533821699Nürnberg_article_876,Nürnberg,2015-03-05,pro-pegida,demonstration,Pegida,60,0,0,NA,NA,"Wer Deutschland nicht liebt, soll Deutschland verlassen"
165,01,1533821699Nürnberg_article_876,Nürnberg,2015-03-05,anti-pegida,demonstration;drown,NA,1000,2,2,0,NA,Haut ab
166,01,1533822260Nürnberg_article_901,Nürnberg,2015-02-16,pro-pegida,demonstration,Nügida,150,NA,NA,2,counter-demonstrators;blockade,NA
167,01,1533822260Nürnberg_article_901,Nürnberg,2015-02-16,anti-pegida,demonstration,NA,1500,NA,NA,NA,NA,NA
168,01,1533822473Nürnberg_article_906,Nürnberg,2015-02-16,pro-pegida,demonstration,Nügida;Die Freiheit;right-wing extremists,150,NA,NA,2,counter-demonstrators;blockade,NA
169,01,1533822473Nürnberg_article_906,Nürnberg,2015-02-16,anti-pegida,demonstration,Bündnis Nazistopp;NOnügida;Antifaschistisches Aktionsbündnis;Radikale Linke;Organisierte Autonomie,1100,NA,NA,NA,NA,NA
170,01,1533822493Nürnberg_article_907,Nürnberg,2015-02-16,pro-pegida,demonstration,Nügida,150,NA,NA,2,counter-demonstrators,NA
171,01,1533822493Nürnberg_article_907,Nürnberg,2015-02-16,anti-pegida,demonstration,NA,1500,NA,NA,NA,NA,NA
172,01,1533822670Nürnberg_article_915,Nürnberg,2015-02-16,pro-pegida,demonstration,Nügida;Bagida,150,NA,NA,NA,NA,NA
173,01,1533822692Nürnberg_article_916,Nürnberg,2015-02-16,pro-pegida,demonstration,Nügida,NA,NA,NA,NA,NA,NA
174,01,1533822816Nürnberg_article_921,Nürnberg,2015-02-16,pro-pegida,demonstration,Nügida,150,NA,NA,2,counter-demonstrators,NA
175,01,1533822816Nürnberg_article_921,Nürnberg,2015-02-16,anti-pegida,demonstration,Stadt Nürnberg;SPD;Bundesamt für Migration und Flüchtlinge;Allianz gegen Rechtsextremismus,1000,NA,NA,NA,NA,NA
176,01,1533822878Nürnberg_article_924,Nürnberg,2015-02-16,pro-pegida,demonstration,Nügida;Die Freiheit;right-wing extremists;hooligans,150,NA,0,2,counter-demonstrators;blockade,NA
177,01,1533822878Nürnberg_article_924,Nürnberg,2015-02-16,anti-pegida,demonstration,NA,NA,NA,0,NA,NA,NA
178,01,1534152176Nürnberg_article_931,Nürnberg,2015-02-16,pro-pegida,demonstration,Nügida;Die Freiheit;right-wing extremists,150,NA,NA,NA,NA,NA
179,01,1534152176Nürnberg_article_931,Nürnberg,2015-02-16,anti-pegida,demonstration,Bundesamt für Migration und Flüchtlinge,1000,NA,NA,NA,NA,NA
180,01,1534152220Nürnberg_article_933,Nürnberg,2015-02-16,pro-pegida,demonstration,Nügida,150,NA,0,2,counter-demonstrators;blockade,NA
181,01,1534152220Nürnberg_article_933,Nürnberg,2015-02-16,anti-pegida,demonstration,Bündnis Nazistopp;Antifa;Allianz gegen Rechtsextremismus;Stadt Nürnberg;NoNügida,1000,NA,2,NA,NA,NA
182,01,1534152483Nürnberg_article_936,Nürnberg,2015-02-16,pro-pegida,demonstration,Nügida,150,NA,NA,NA,NA,NA
183,01,1534152483Nürnberg_article_936,Nürnberg,2015-02-16,anti-pegida,demonstration,NA,1500,NA,NA,NA,NA,NA
184,01,1534152526Nürnberg_article_938,Nürnberg,2015-02-16,pro-pegida,demonstration,Nügida,150,NA,0,2,counter-demonstrators;blockade,Vereint gegen Glaubenskriege auf deutschem Boden;Wir sind das Volk
185,01,1534152526Nürnberg_article_938,Nürnberg,2015-02-16,anti-pegida,demonstration,NA,1500,NA,0,NA,NA,Hoch die Internationale
186,01,1534154634Nürnberg_article_1001,Nürnberg,2015-01-19,anti-pegida,demonstration,NA,2700,0,0,NA,NA,NA
187,01,1534154998Nürnberg_article_1013,Nürnberg,2015-01-19,anti-pegida,demonstration,NA,2700,NA,NA,NA,NA,"Dialog, keine Parolen;Gib Hetze keine Chance;Faschismus ist keine Meinung, sondern ein Verbrechen"
188,01,1534155043Nürnberg_article_1015,Nürnberg,2015-01-19,anti-pegida,demonstration,NoNügida,2700,0,0,0,NA,NA
189,01,1534156155Nürnberg_article_1051,Nürnberg,2015-01-12,anti-pegida,demonstration,Organisierte Autonomie;Antifaschistisches Aktionsbündnis,400,NA,NA,NA,NA,NA
190,01,1534157980Nürnberg_article_1089,Nürnberg,2014-12-24,anti-pegida,chain of light,Clearingstelle Franken,200,0,0,0,NA,NA
191,01,1534158023Nürnberg_article_1091,Nürnberg,2014-12-23,anti-pegida,chain of light,Rummelsberger Dienste;Clearingstelle Eibach;Diakonie Bayern;Verdi;Die Grünen,7000,0,0,0,NA,NA
192,01,534152369Nürnberg_article_935,Nürnberg,2015-02-16,pro-pegida,demonstration,Nügida,150,NA,NA,2,counter-demonstrators;blockade,NA
193,01,534152369Nürnberg_article_935,Nürnberg,2015-02-16,anti-pegida,demonstration,Stadt Nürnberg;Organisierte Autonomie;Bündnis Nazistopp;Verdi;Allianz gegen Rechtsextremismus;Bundestag;SPD;Bundesamt für Migration und Flüchtlinge,1100,NA,NA,NA,NA,"Wer Waffen sät, wird Flüchtlinge ernten;Haut ab"
194,01,1528899055Potsdam_article_51,Potsdam,2016-08-20,pro-pegida,demonstration,Freie Patrioten Potsdam,50,0,0,0,NA,NA
195,01,1528899055Potsdam_article_51,Potsdam,2016-08-20,anti-pegida,demonstration;sit-in;honking,Bündnis Potsdam bekennt Farbe;SPD;Stadt Potsdam;Die Partei,300,0,1,1,police dispersal,NA
196,01,1528899624Potsdam_article_80,Potsdam,2016-04-07,pro-pegida,demonstration,Pogida,50,0,0,0,NA,NA
197,01,1528899624Potsdam_article_80,Potsdam,2016-04-07,anti-pegida,demonstration;concert,Bündnis Potsdam bekennt Farbe,500,0,0,0,NA,NA
