report_id,coder_id,article_id,city,event_date,side,tactics,participants,num_participants,part_violence,police_eng,end_activity,dist_cause,slogans
644,04,1539363587Würzburg_article_160,Würzburg,2015-01-26,pro-pegida,demonstration,Wügida;right-wing extremists,120,NA,0,1,drowning by counter-demonstrants,Lügenpresse;Wir sind das Volk
645,04,1539363587Würzburg_article_160,Würzburg,2015-01-26,anti-pegida,demonstration;drowning;darkening,university;catholic church,800,NA,0,NA,NA,NA
646,04,1539363562Würzburg_article_159,Würzburg,2015-01-26,pro-pegida,demonstration,Wügida,120,NA,NA,NA,NA,Wir kommen wieder;Wir sind das Volk
647,04,1539363495Würzburg_article_156,Würzburg,2015-02-02,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
648,04,1539363472Würzburg_article_155,Würzburg,2015-02-02,pro-pegida,demonstration,Wügida,120,NA,0,NA,NA,Politiker sind Verbrecher in Nadelstreifen;Der Islam will Weltherrschaft;Wir sind das Volk
649,04,1539363472Würzburg_article_155,Würzburg,2015-02-02,anti-pegida,demonstration,Schweinfurt ist bunt;DGB;protestant church,500,NA,0,NA,NA,NA
650,04,1539363425Würzburg_article_153,Würzburg,2015-02-02,pro-pegida,demonstration,Wügida,NA,NA,NA,NA,NA,NA
651,04,1539363252Würzburg_article_150,Würzburg,2015-02-09,pro-pegida,demonstration,Wügida;Pegida,100,NA,0,NA,NA,Verbrecher in Nadelstreifen;Die Medien lügen
652,04,1539363252Würzburg_article_150,Würzburg,2015-02-09,anti-pegida,demonstration,DGB,350,NA,0,NA,NA,NA
653,04,1539363252Würzburg_article_150,Würzburg,2015-02-09,anti-pegida,demonstration;drowning,NA,160,NA,0,NA,NA,Nazis raus
654,04,1539362693Würzburg_article_135,Würzburg,2015-03-14,anti-pegida,demonstration,Stadt Würzburg,6000,0,NA,0,NA,NA
655,04,1539362500Würzburg_article_127,Würzburg,2015-03-14,anti-pegida,demonstration,Bündnis für Zivilcourage;DGB;religious communities;SPD;CSU;Stadt Würzburg;Zentralrat der Juden;fraternities;Antifa;Samba Osenga;Schweinfurt ist bunt;Kreisau-Initiative;DGB-youth;Winterstein-Sintett,6000,0,0,0,NA,Wir für mehr Menschlichkeit;Asylbewerber einen sicheren Hafen bieten;Respekt Fairness Solidarität;Deutsche Täter sind keine Opfer;Flüchtlinge sind willkommen
656,04,1539362425Würzburg_article_124,Würzburg,2015-03-14,anti-pegida,demonstration,Bündnis für Zivilcourage;DGB;religious communities;SPD;CSU;Stadt Würzburg;Zentralrat der Juden;Burschenschaften;Antifa;Samba Osenga;Schweinfurt ist bunt;Kreisau-Initiative;DGB-youth;Winterstein-Sintett,6000,0,0,0,NA,Wir für mehr Menschlichkeit;Asylbewerber einen sicheren Hafen bieten;Respekt Fairness Solidarität;Deutsche Täter sind keine Opfer;Flüchtlinge sind willkommen
657,04,1539362288Würzburg_article_118,Würzburg,2015-03-23,pro-pegida,demonstration,Pegida;Wügida,60,NA,0,1,drowning by counter-demonstrants,NA
658,04,1539362288Würzburg_article_118,Würzburg,2015-03-23,anti-pegida,demonstration;drowing,NA,100,NA,0,NA,NA,Nazis raus
659,04,1539362254Würzburg_article_117,Würzburg,2015-03-23,pro-pegida,demonstration,Wügida,60,NA,NA,NA,NA,NA
660,04,1539362038Würzburg_article_108,Würzburg,2015-10-12,pro-pegida,demonstration,Pegida,NA,NA,NA,NA,NA,NA
661,04,1539362011Würzburg_article_106,Würzburg,2015-10-12,pro-pegida,demonstration,Pegida,NA,NA,NA,NA,NA,NA
662,04,1539362011Würzburg_article_106,Würzburg,2015-10-12,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
663,04,1539361084Würzburg_article_86,Würzburg,2015-10-12,pro-pegida,demonstration,Wügida,NA,NA,NA,NA,NA,NA
664,04,1539361012Würzburg_article_83,Würzburg,2015-10-12,pro-pegida,demonstration,Wügida;right-wing extremists,100,NA,NA,NA,NA,NA
665,04,1539360713Würzburg_article_71,Würzburg,2016-02-06,anti-pegida,demonstration,Mobile Flüchtlingshilfe;Die Linke;refugees;catholic church,300,NA,NA,NA,NA,NA
666,04,1537811804Bielefeld_article_230,Bielefeld,2015-01-19,anti-pegida,demonstration,Bündnis gegen Rechts;Bielefelder Integrationsrat;Arminia Bielefeld,10000,NA,NA,NA,NA,NA
667,04,1537811779Bielefeld_article_229,Bielefeld,2015-01-19,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
668,04,1537811730Bielefeld_article_227,Bielefeld,2015-01-19,anti-pegida,demonstration,NA,10000,NA,NA,NA,NA,NA
669,04,1537472298Bielefeld_article_223,Bielefeld,2015-01-19,anti-pegida,demonstration;minute's silence;sea of lights;bell-ringing,Bündnis gegen Rechts;Stadt Bielefeld;churches;islamic communities;Neue Westfälische,10000,0,NA,NA,NA,NA
670,04,1537472276Bielefeld_article_222,Bielefeld,2015-01-19,anti-pegida,demonstration,NA,2000,NA,NA,NA,NA,NA
671,04,1537472251Bielefeld_article_221,Bielefeld,2015-01-19,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
672,04,1537471775Bielefeld_article_201,Bielefeld,2015-01-19,anti-pegida,demonstration,NA,10000,NA,NA,NA,NA,NA
673,04,1537471752Bielefeld_article_200,Bielefeld,2015-01-19,anti-pegida,demonstration,Stadt Bielefeld;IHK;Stadtwerke;SPD;Bündnis gegen Rechts,10000,0,NA,NA,NA,Menschenrechte statt rechte Menschen
674,04,1537471439Bielefeld_article_191,Bielefeld,2015-01-19,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
675,04,1537471332Bielefeld_article_187,Bielefeld,2015-01-19,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
676,04,1537468905Bielefeld_article_107,Bielefeld,2015-07-20,anti-pegida,demonstration,parties;unions;universities;churches,1000,NA,NA,NA,NA,NA
677,04,1537468861Bielefeld_article_105,Bielefeld,2015-07-20,anti-pegida,demonstration,Bündnis gegen Rechts;Stadt Bielefeld;SPD;CDU;musicians;IG Metall;Piratenpartei,NA,0,0,NA,NA,NA
678,04,1537468838Bielefeld_article_104,Bielefeld,2015-07-20,anti-pegida,demonstration,NA,1000,NA,NA,NA,NA,NA
679,04,1537468495Bielefeld_article_98,Bielefeld,2015-07-20,anti-pegida,demonstration,Bündnis gegen Rechts,1000,NA,NA,NA,NA,NA
680,04,1537468365Bielefeld_article_93,Bielefeld,2015-09-21,pro-pegida,demonstration,Biegida,24,NA,NA,NA,NA,NA
681,04,1537468365Bielefeld_article_93,Bielefeld,2015-09-21,anti-pegida,demonstration,Bündnis gegen Rechts,3500,NA,NA,NA,NA,NA
682,04,1537468317Bielefeld_article_91,Bielefeld,2015-09-21,pro-pegida,demonstration,Biegida,NA,NA,NA,NA,NA,NA
683,04,1537468267Bielefeld_article_89,Bielefeld,2015-09-21,pro-pegida,demonstration,Biegida,25,NA,NA,NA,NA,NA
684,04,1537468267Bielefeld_article_89,Bielefeld,2015-09-21,anti-pegida,demonstration,Bündnis gegen Rechts,3500,NA,NA,NA,NA,NA
685,04,1537467028Bielefeld_article_48,Bielefeld,2016-04-02,pro-pegida,demonstration,Biegida,26,0,0,1,blockade by counter-demonstrants,NA
686,04,1537467028Bielefeld_article_48,Bielefeld,2016-04-02,anti-pegida,demonstration;blockade,DKP;Die Linke;Jusos;SPD;Die Grünen;Antifa;Islamisches Zentrum Bielefeld;Die Partei;Aktionsbündnis Bewegungsfreiheit statt Abschiebelager,1500,0,1,NA,NA,Laugenpresse;Wirr ist das Volk;Gegen rassistische Medienhetze;Nationalismus raus aus den Köpfen;Nie wieder Deutschland;Stop ZAB Stop Deportation;Der Fuchs ist schlau und stellt sich dumm - Bei der AFD ist es andersrum
687,04,1537467003Bielefeld_article_47,Bielefeld,2016-04-02,pro-pegida,demonstration,Biegida,26,NA,NA,NA,NA,NA
688,04,1537467003Bielefeld_article_47,Bielefeld,2016-04-02,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
689,04,1537467003Bielefeld_article_47,Bielefeld,2016-04-02,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
690,04,1537466977Bielefeld_article_46,Bielefeld,2016-04-02,pro-pegida,demonstration,Biegida,24,0,0,1,blockade by counter-demonstrants,NA
691,04,1537466977Bielefeld_article_46,Bielefeld,2016-04-02,anti-pegida,demonstration;blockade,NA,1500,0,0,NA,NA,NA
692,04,1540939389Fürth_article_30,Fürth,2016-10-14,pro-pegida,demonstration,Pegida,NA,NA,NA,NA,NA,NA
693,04,1540939389Fürth_article_30,Fürth,2016-10-14,anti-pegida,demonstration,Bündnis gegen Rechtsextrimismus und Rassismus;protestant church,NA,2,2,NA,NA,NA
694,04,1540939343Fürth_article_28,Fürth,2016-10-14,pro-pegida,demonstration,Pegida,NA,NA,NA,NA,NA,NA
695,04,1540939343Fürth_article_28,Fürth,2016-10-14,anti-pegida,demonstration,churches;Bündnis gegen Rechtsextremismus und Rassismus;unions;Antifa,NA,2,2,NA,NA,NA
696,04,1540939289Fürth_article_26,Fürth,2016-11-11,pro-pegida,demonstration,Pegida,NA,NA,NA,NA,NA,NA
697,04,1540939265Fürth_article_25,Fürth,2016-11-11,pro-pegida,demonstration,Pegida,30,NA,NA,NA,NA,NA
698,04,1540939265Fürth_article_25,Fürth,2016-11-11,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
699,04,1540939219Fürth_article_23,Fürth,2016-11-11,pro-pegida,demonstration,Pegida,35,NA,NA,NA,NA,NA
700,04,1540939219Fürth_article_23,Fürth,2016-11-11,anti-pegida,demonstration,Bündnis gegen Rechts;protestant youth,170,NA,NA,NA,NA,NA
701,04,1540939063Fürth_article_21,Fürth,2016-11-11,pro-pegida,demonstration,Pegida,NA,NA,NA,NA,NA,NA
702,04,1540935240Fürth_article_12,Fürth,2017-02-10,pro-pegida,demonstration,Pegida,NA,NA,NA,NA,NA,NA
703,04,1541695884Braunschweig_article_139,Braunschweig,2015-01-19,pro-pegida,demonstration,Bragida,250,NA,NA,2,blockade by counter-demonstrants,NA
704,04,1541695884Braunschweig_article_139,Braunschweig,2015-01-19,anti-pegida,demonstration;blockade,NA,5000,NA,NA,NA,NA,NA
705,04,1541695863Braunschweig_article_138,Braunschweig,2015-01-19,pro-pegida,demonstration,Pegida,250,NA,NA,2,blockade by counter-demonstrants,NA
706,04,1541695863Braunschweig_article_138,Braunschweig,2015-01-19,anti-pegida,demonstration;blockade,NA,5000,NA,NA,NA,NA,NA
707,04,1541695838Braunschweig_article_137,Braunschweig,2015-01-19,pro-pegida,demonstration,Bragida,250,NA,NA,2,blockade by counter-demonstrants,NA
708,04,1541695838Braunschweig_article_137,Braunschweig,2015-01-19,anti-pegida,demonstration;blockade,NA,5000,NA,NA,NA,NA,NA
709,04,1541695814Braunschweig_article_136,Braunschweig,2015-01-19,anti-pegida,demonstration,NA,2000,NA,NA,NA,NA,NA
710,04,1541695792Braunschweig_article_135,Braunschweig,2015-01-19,anti-pegida,demonstration,NA,8000,NA,NA,NA,NA,NA
711,04,1541695768Braunschweig_article_134,Braunschweig,2015-01-19,pro-pegida,demonstration,Bragida,300,NA,NA,NA,NA,NA
712,04,1541695768Braunschweig_article_134,Braunschweig,2015-01-19,anti-pegida,demonstration,Bündnis gegen Rechts,8000,NA,NA,NA,NA,NA
713,04,1541695747Braunschweig_article_133,Braunschweig,2015-01-26,pro-pegida,demonstration,NA,NA,NA,0,NA,NA,NA
714,04,1541695747Braunschweig_article_133,Braunschweig,2015-01-26,anti-pegida,demonstration,NA,NA,NA,0,NA,NA,NA
715,04,1541695724Braunschweig_article_132,Braunschweig,2015-01-26,pro-pegida,demonstration,Pegida,NA,NA,NA,NA,NA,NA
716,04,1541695724Braunschweig_article_132,Braunschweig,2015-01-26,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
717,04,1541695403Braunschweig_article_119,Braunschweig,2015-02-02,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
718,04,1541695358Braunschweig_article_117,Braunschweig,2015-02-09,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
719,04,1541693199Braunschweig_article_35,Braunschweig,2015-11-09,pro-pegida,demonstration,Bragida,50,NA,NA,NA,NA,NA
720,04,1541693199Braunschweig_article_35,Braunschweig,2015-11-09,anti-pegida,demonstration,Bündnis gegen Rechts,1000,NA,NA,NA,NA,NA
721,04,1541692946Braunschweig_article_25,Braunschweig,2016-01-25,pro-pegida,demonstration,Bragida,50,NA,NA,NA,NA,NA
722,04,1541692834Braunschweig_article_20,Braunschweig,2016-02-01,pro-pegida,demonstration,Bragida;hooligans;right-wing extremists,50,NA,NA,NA,NA,NA
723,04,1541692834Braunschweig_article_20,Braunschweig,2016-02-01,anti-pegida,demonstration;drowning,Bündnis gegen Rechts,300,NA,NA,NA,NA,NA
724,04,1541191298Karlsruhe_article_295,Karlsruhe,2015-01-26,anti-pegida,demonstration,NA,1000,NA,NA,NA,NA,NA
725,04,1541191276Karlsruhe_article_294,Karlsruhe,2015-01-26,anti-pegida,demonstration,NA,1000,NA,NA,NA,NA,NA
726,04,1541190926Karlsruhe_article_292,Karlsruhe,2015-01-26,anti-pegida,demonstration,NA,1000,NA,NA,NA,NA,NA
727,04,1541190901Karlsruhe_article_291,Karlsruhe,2015-01-26,anti-pegida,demonstration,NA,1000,NA,NA,NA,NA,NA
728,04,1541190137Karlsruhe_article_289,Karlsruhe,2015-01-26,anti-pegida,demonstration,NA,1000,NA,NA,NA,NA,NA
729,04,1541189957Karlsruhe_article_282,Karlsruhe,2015-02-24,pro-pegida,demonstration,Pegida,100,NA,0,NA,NA,NA
730,04,1541189957Karlsruhe_article_282,Karlsruhe,2015-02-24,anti-pegida,demonstration,Antifa,200,NA,0,NA,NA,Es gibt kein Recht auf Nazi-Propaganda
731,04,1541189936Karlsruhe_article_281,Karlsruhe,2015-02-24,pro-pegida,demonstration,Pegida,200,NA,0,NA,NA,NA
732,04,1541189936Karlsruhe_article_281,Karlsruhe,2015-02-24,anti-pegida,demonstration,Antifa,700,NA,1,NA,NA,NA
733,04,1541189913Karlsruhe_article_280,Karlsruhe,2015-02-24,pro-pegida,demonstration,Pegida,200,2,2,NA,NA,Lügenpresse;Widerstand;Wir sind das Volk
734,04,1541189913Karlsruhe_article_280,Karlsruhe,2015-02-24,anti-pegida,demonstration,NA,700,2,2,NA,NA,NA
735,04,1541189890Karlsruhe_article_279,Karlsruhe,2015-02-24,pro-pegida,demonstration,Pegida,NA,2,NA,NA,NA,NA
736,04,1541189890Karlsruhe_article_279,Karlsruhe,2015-02-24,anti-pegida,demonstration,NA,NA,2,NA,NA,NA,NA
737,04,1541189844Karlsruhe_article_277,Karlsruhe,2015-02-24,pro-pegida,demonstration,Pegida,200,2,NA,NA,NA,NA
738,04,1541189844Karlsruhe_article_277,Karlsruhe,2015-02-24,anti-pegida,demonstration,NA,700,2,NA,NA,NA,NA
739,04,1541189823Karlsruhe_article_276,Karlsruhe,2015-02-24,pro-pegida,demonstration,Pegida,200,2,NA,NA,NA,NA
740,04,1541189823Karlsruhe_article_276,Karlsruhe,2015-02-24,anti-pegida,demonstration,NA,700,2,NA,NA,NA,NA
741,04,1541189779Karlsruhe_article_274,Karlsruhe,2015-03-03,pro-pegida,demonstration,Pegida,200,0,0,NA,NA,"Wer Deutschland nicht liebt, soll Deutschland verlassen"
742,04,1541189779Karlsruhe_article_274,Karlsruhe,2015-03-03,anti-pegida,demonstration,NA,500,4,2,NA,NA,NA
743,04,1541189656Karlsruhe_article_273,Karlsruhe,2015-03-03,pro-pegida,demonstration,Pegida,NA,0,0,NA,NA,NA
744,04,1541189656Karlsruhe_article_273,Karlsruhe,2015-03-03,anti-pegida,demonstration,NA,NA,2,2,NA,NA,NA
745,04,1541189632Karlsruhe_article_272,Karlsruhe,2015-03-09,pro-pegida,demonstration,Pegida,200,0,0,NA,NA,NA
746,04,1541189632Karlsruhe_article_272,Karlsruhe,2015-03-09,anti-pegida,demonstration,NA,600,0,0,NA,NA,NA
747,04,1541189037Karlsruhe_article_247,Karlsruhe,2015-03-31,pro-pegida,demonstration,Pegida,100,NA,0,NA,NA,NA
748,04,1541189037Karlsruhe_article_247,Karlsruhe,2015-03-31,anti-pegida,demonstration,NA,NA,NA,0,NA,NA,NA
749,04,1541188967Karlsruhe_article_244,Karlsruhe,2015-03-31,pro-pegida,demonstration,Kargida,120,0,0,NA,NA,"Unsre Fahne, unser Land, maximaler Widerstand"
750,04,1541188967Karlsruhe_article_244,Karlsruhe,2015-03-31,anti-pegida,demonstration;blockade,NA,NA,2,2,NA,NA,NA
751,04,1541188945Karlsruhe_article_243,Karlsruhe,2015-03-31,pro-pegida,demonstration,Kargida,120,NA,0,NA,NA,NA
752,04,1541188945Karlsruhe_article_243,Karlsruhe,2015-03-31,anti-pegida,demonstration;blockade,Antifa,NA,NA,2,NA,NA,NA
753,04,1541188923Karlsruhe_article_242,Karlsruhe,2015-03-31,pro-pegida,demonstration,Kargida,120,0,0,NA,NA,"Unsre Fahne, unser Land, maximaler Widerstand"
754,04,1541188923Karlsruhe_article_242,Karlsruhe,2015-03-31,anti-pegida,demonstration;blockade,Antifa,NA,2,2,NA,NA,NA
755,04,1541188899Karlsruhe_article_241,Karlsruhe,2015-03-31,pro-pegida,demonstration,Pegida,120,NA,NA,NA,NA,NA
756,04,1541188899Karlsruhe_article_241,Karlsruhe,2015-03-31,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
757,04,1541184810Karlsruhe_article_225,Karlsruhe,2015-04-14,pro-pegida,demonstration,Pegida,120,NA,0,NA,NA,NA
758,04,1541184810Karlsruhe_article_225,Karlsruhe,2015-04-14,anti-pegida,demonstration;blockade,NA,360,NA,2,NA,NA,NA
759,04,1541184370Karlsruhe_article_211,Karlsruhe,2015-04-28,pro-pegida,demonstration,Pegida,100,NA,NA,NA,NA,NA
760,04,1541184370Karlsruhe_article_211,Karlsruhe,2015-04-28,anti-pegida,demonstration,theater actors;pupils,24,NA,NA,NA,NA,Lasst uns nicht mit Deutschland alleine!
761,04,1541184347Karlsruhe_article_210,Karlsruhe,2015-04-28,pro-pegida,demonstration,Pegida,100,3,NA,NA,NA,NA
762,04,1541184347Karlsruhe_article_210,Karlsruhe,2015-04-28,anti-pegida,demonstration,NA,NA,3,NA,NA,NA,NA
763,04,1541184274Karlsruhe_article_207,Karlsruhe,2015-05-12,pro-pegida,demonstration,Pegida,120,NA,2,NA,NA,NA
764,04,1541184274Karlsruhe_article_207,Karlsruhe,2015-05-12,anti-pegida,demonstration,NA,600,NA,2,NA,NA,NA
765,04,1541183998Karlsruhe_article_199,Karlsruhe,2015-05-19,pro-pegida,demonstration,Pegida,70,NA,0,NA,NA,NA
766,04,1541183998Karlsruhe_article_199,Karlsruhe,2015-05-19,anti-pegida,demonstration,NA,NA,1,2,NA,NA,NA
767,04,1541183950Karlsruhe_article_197,Karlsruhe,2015-05-19,pro-pegida,demonstration,Pegida,NA,NA,NA,NA,NA,NA
768,04,1541183673Karlsruhe_article_186,Karlsruhe,2015-07-28,pro-pegida,demonstration,Widerstand Karlsruhe,60,0,NA,NA,NA,NA
769,04,1541183673Karlsruhe_article_186,Karlsruhe,2015-07-28,anti-pegida,demonstration,NA,200,0,NA,NA,NA,NA
770,04,1541182965Karlsruhe_article_156,Karlsruhe,2015-11-03,pro-pegida,demonstration,Widerstand Karlsruhe,60,NA,NA,NA,NA,NA
771,04,1541182942Karlsruhe_article_155,Karlsruhe,2015-11-03,pro-pegida,demonstration,Widerstand Karlsruhe,60,NA,NA,NA,NA,NA
772,04,1541182919Karlsruhe_article_154,Karlsruhe,2015-11-03,pro-pegida,demonstration,Widerstand Karlsruhe,60,NA,NA,NA,NA,NA
773,04,1541612141Paderborn_article_93,Paderborn,2015-01-01,anti-pegida,demonstration,Flüchtlingsrat;refugees;SPD,200,0,NA,0,NA,NA
774,04,1541612050Paderborn_article_89,Paderborn,2015-01-01,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
775,04,1541611519Paderborn_article_67,Paderborn,2015-01-01,anti-pegida,demonstration,NA,200,NA,NA,NA,NA,NA
776,04,1541610527Paderborn_article_41,Paderborn,2015-02-07,anti-pegida,demonstration,Integrationsrat;Flüchtlingsrat;Bündnis gegen Rechts;DGB;Jusos;Linksjugend;Grüne Jugend;Evangelische Jugend;Die Grünen;SPD;BUND;Attac Paderborn;Amnesty International;Paderbunt;Nabu,400,NA,NA,NA,NA,Paderbron ist weltoffen;Flüchtlinge willkommen
777,04,1541610505Paderborn_article_40,Paderborn,2015-02-07,anti-pegida,demonstration,Bündnis gegen Rechts;party youth organizations,400,NA,NA,0,NA,"Paderborn ist weltoffen;Paderborn ist bunt statt braun;Kein Mensch ist illegal, Bleiberecht überall"
778,04,1543254556Plauen_article_49,Plauen,2015-10-04,pro-pegida,demonstration,Wir sind Deutschland,5000,NA,NA,NA,NA,NA
779,04,1539379653Lübeck_article_2,Lübeck,2015-01-17,anti-pegida,demonstration,Lübecker Flüchtlingsforum;Regierung Schleswig-Holstein;parties;unions;churches,4500,NA,NA,NA,NA,NA
780,04,1538675689Ludwigshafen_Rhein_article_2,Ludwigshafen am Rhein,2017-08-30,pro-pegida,demonstration;drowning,Pegida,24,0,NA,NA,NA,Hau ab;Heuchler;Volksverräter;Merkel muss weg;Wir sind das Volk
781,04,1539569105Münster_article_164,Münster,2015-01-05,anti-pegida,demonstration,NA,10000,NA,NA,NA,NA,NA
782,04,1539569083Münster_article_163,Münster,2015-01-05,anti-pegida,demonstration,NA,10000,NA,NA,NA,NA,NA
783,04,1539569061Münster_article_162,Münster,2015-01-05,anti-pegida,demonstration,NA,10000,NA,NA,NA,NA,NA
784,04,1539569038Münster_article_161,Münster,2015-01-05,anti-pegida,demonstration,NA,2000,NA,NA,NA,NA,NA
785,04,1539569013Münster_article_160,Münster,2015-01-05,anti-pegida,demonstration,NA,10000,NA,NA,NA,NA,NA
786,04,1539568991Münster_article_159,Münster,2015-01-05,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
787,04,1539568968Münster_article_158,Münster,2015-01-05,anti-pegida,demonstration,NA,10000,NA,NA,NA,NA,NA
788,04,1539568944Münster_article_157,Münster,2015-01-05,anti-pegida,demonstration,NA,10000,NA,NA,NA,NA,NA
789,04,1539568920Münster_article_156,Münster,2015-01-05,anti-pegida,demonstration,NA,10000,NA,NA,NA,NA,NA
790,04,1539568893Münster_article_155,Münster,2015-01-05,anti-pegida,demonstration,NA,10000,NA,NA,NA,NA,NA
791,04,1539568867Münster_article_154,Münster,2015-01-05,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
792,04,1539568846Münster_article_153,Münster,2015-01-05,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
793,04,1539568386Münster_article_134,Münster,2015-01-05,anti-pegida,demonstration,churches;musicians,10000,NA,NA,NA,NA,NA
794,04,1539784787Osnabrück_article_10,Osnabrück,2015-01-19,anti-pegida,demonstration,NA,2000,NA,NA,NA,NA,NA
795,04,1539784773Osnabrück_article_9,Osnabrück,2015-01-19,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
796,04,1539561534Wuppertal_article_75,Wuppertal,2015-03-14,pro-pegida,demonstration,Pegida;right-wing extremists;hooligans,800,2,2,2,Attack on police forces,NA
797,04,1539561534Wuppertal_article_75,Wuppertal,2015-03-14,anti-pegida,demonstration,left-wing extremists,NA,NA,0,NA,NA,NA
798,04,1539561512Wuppertal_article_74,Wuppertal,2015-03-14,pro-pegida,demonstration,Pegida;hooligans,NA,NA,NA,NA,NA,NA
799,04,1539561512Wuppertal_article_74,Wuppertal,2015-03-14,anti-pegida,demonstration,Stadt Wuppertal;Wuppertaler Initiative für Demokratie und Toleranz,NA,NA,NA,NA,NA,Kein Extremismus
800,04,1539561490Wuppertal_article_73,Wuppertal,2015-03-14,pro-pegida,demonstration,Pegida;right-wing extremists;hooligans,1000,4,2,2,High security risk,NA
801,04,1539561490Wuppertal_article_73,Wuppertal,2015-03-14,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
802,04,1539561317Wuppertal_article_66,Wuppertal,2015-03-14,pro-pegida,demonstration,Pegida;right-wing extremists;hooligans,800,2,2,2,Attack on police forces,NA
803,04,1539561317Wuppertal_article_66,Wuppertal,2015-03-14,anti-pegida,demonstration,left-wing extremists;Wuppertaler Bündnis gegen Nazis,2000,0,0,NA,NA,NA
804,04,1539561262Wuppertal_article_64,Wuppertal,2015-03-14,pro-pegida,demonstration,Pegida;hooligans,NA,2,2,2,Attack on police forces,NA
805,04,1539561239Wuppertal_article_63,Wuppertal,2015-03-14,pro-pegida,demonstration,Pegida,800,NA,NA,NA,NA,NA
806,04,1539561239Wuppertal_article_63,Wuppertal,2015-03-14,anti-pegida,demonstration,Wuppertaler Bündnis gegen Nazis;Stadt Wuppertal,2000,NA,NA,NA,NA,NA
807,04,1539561214Wuppertal_article_62,Wuppertal,2015-03-14,pro-pegida,demonstration,Pegida;hooligans,NA,2,2,2,Using fireworks,NA
808,04,1539561214Wuppertal_article_62,Wuppertal,2015-03-14,anti-pegida,demonstration,Stadt Wuppertal;Bündnis für Demokratie,NA,NA,NA,NA,NA,NA
809,04,1539561192Wuppertal_article_61,Wuppertal,2015-03-14,pro-pegida,demonstration,Pegida;Hogesa,NA,NA,NA,NA,NA,NA
810,04,1539561168Wuppertal_article_60,Wuppertal,2015-03-14,pro-pegida,demonstration,Pegida;right-wing extremists;hooligans;Hogesa,800,2,2,2,Using fireworks,NA
811,04,1539561168Wuppertal_article_60,Wuppertal,2015-03-14,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
812,04,1539561144Wuppertal_article_59,Wuppertal,2015-03-14,pro-pegida,demonstration,Pegida;right-wing extremists;hooligans,800,2,NA,2,Attack on police forces,NA
813,04,1539561121Wuppertal_article_58,Wuppertal,2015-03-14,pro-pegida,demonstration,Pegida;right-wing extremists;hooligans,800,2,NA,2,Attack on police forces,NA
814,04,1539561097Wuppertal_article_57,Wuppertal,2015-03-14,pro-pegida,demonstration,Pegida;right-wing extremists;hooligans,800,2,NA,2,Using fireworks,NA
815,04,1539561097Wuppertal_article_57,Wuppertal,2015-03-14,anti-pegida,demonstration,Wuppertaler Bündnis gegen Nazis,NA,NA,NA,NA,NA,NA
816,04,1539561073Wuppertal_article_56,Wuppertal,2015-03-14,pro-pegida,demonstration,Pegida;right-wing extremists;hooligans,NA,NA,NA,NA,NA,NA
817,04,1539561073Wuppertal_article_56,Wuppertal,2015-03-14,anti-pegida,demonstration,NA,NA,0,NA,NA,NA,NA
818,04,1539561050Wuppertal_article_55,Wuppertal,2015-03-14,pro-pegida,demonstration,Pegida,NA,NA,NA,NA,NA,NA
819,04,1539561050Wuppertal_article_55,Wuppertal,2015-03-14,anti-pegida,demonstration,Bündnis gegen Nazis,NA,NA,NA,NA,NA,NA
820,04,1539561004Wuppertal_article_53,Wuppertal,2015-03-14,pro-pegida,demonstration,Pegida;right-wing extremists,NA,NA,NA,NA,NA,NA
821,04,1539560982Wuppertal_article_52,Wuppertal,2015-03-14,pro-pegida,demonstration,Pegida;right-wing extremists;hooligans,800,2,2,2,Attack on police forces,NA
822,04,1539560982Wuppertal_article_52,Wuppertal,2015-03-14,anti-pegida,demonstration,Antifa,NA,NA,NA,NA,NA,NA
823,04,1539560959Wuppertal_article_51,Wuppertal,2015-03-14,pro-pegida,demonstration,Pegida;right-wing extremists;hooligans,800,2,2,2,Attack on police forces,NA
824,04,1539560959Wuppertal_article_51,Wuppertal,2015-03-14,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
