city,event_date,side,media_reports,events,participants_mean,participants_max,participants_min,part_violence,sec_engagement
Halle,2015-11-02,anti-pegida,1,1,400,400,400,0,0
Halle,2015-11-09,pro-pegida,1,1,320,320,320,4,2
Halle,2015-11-09,anti-pegida,1,1,470,470,470,4,2
Halle,2015-12-08,pro-pegida,1,1,NA,NA,NA,NA,NA
Hamburg,2015-01-05,anti-pegida,5,1,3800,5000,1000,0,NA
Hamburg,2015-01-06,anti-pegida,2,1,3500,5000,2000,NA,NA
Hannover,2015-01-12,pro-pegida,3,1,200,200,200,NA,NA
Hannover,2015-01-12,anti-pegida,4,1,18500,19000,17000,NA,NA
Hannover,2015-01-26,anti-pegida,1,1,NA,NA,NA,NA,NA
Hannover,2015-11-16,pro-pegida,1,1,120,120,120,NA,0
Hannover,2015-11-16,anti-pegida,1,1,100,100,100,2,2
Hannover,2015-11-30,pro-pegida,1,1,30,30,30,NA,0
Hannover,2015-11-30,anti-pegida,1,1,100,100,100,2,2
Hannover,2016-01-11,pro-pegida,2,1,150,150,150,0,0
Hannover,2016-01-11,anti-pegida,2,1,70,70,70,0,0
Hannover,2016-03-07,pro-pegida,1,1,100,100,100,0,0
Hannover,2016-03-07,anti-pegida,1,1,225,225,225,2,2
Hannover,2016-05-02,pro-pegida,1,1,70,70,70,0,0
Hannover,2016-05-02,anti-pegida,1,1,200,200,200,0,0
Hannover,2016-09-03,pro-pegida,1,1,40,40,40,0,0
Hannover,2016-09-03,anti-pegida,1,1,70,70,70,0,1
Heidelberg,2015-01-12,anti-pegida,1,1,4000,4000,4000,NA,NA
Heidelberg,2015-01-26,anti-pegida,1,1,500,500,500,NA,NA
Heidelberg,2015-01-27,anti-pegida,1,1,NA,NA,NA,NA,NA
Heidelberg,2015-10-24,pro-pegida,1,1,30,30,30,0,0
Heidelberg,2015-10-24,anti-pegida,1,1,2000,2000,2000,0,0
Jena,2016-04-20,pro-pegida,7,1,200,200,200,4,2
Jena,2016-04-20,anti-pegida,7,1,3000,4000,2000,4,2
Karlsruhe,2015-01-26,anti-pegida,5,1,1000,1000,1000,NA,NA
Karlsruhe,2015-02-24,pro-pegida,6,1,180,200,100,2,2
Karlsruhe,2015-02-24,anti-pegida,6,1,600,700,200,2,2
Karlsruhe,2015-03-03,pro-pegida,2,1,200,200,200,0,0
Karlsruhe,2015-03-03,anti-pegida,2,1,500,500,500,4,2
Karlsruhe,2015-03-09,pro-pegida,1,1,200,200,200,0,0
Karlsruhe,2015-03-09,anti-pegida,1,1,600,600,600,0,0
Karlsruhe,2015-03-31,pro-pegida,5,1,116,120,100,0,0
Karlsruhe,2015-03-31,anti-pegida,5,1,NA,NA,NA,2,2
Karlsruhe,2015-04-14,pro-pegida,1,1,120,120,120,NA,0
Karlsruhe,2015-04-14,anti-pegida,1,1,360,360,360,NA,2
Karlsruhe,2015-04-28,pro-pegida,2,1,100,100,100,3,NA
Karlsruhe,2015-04-28,anti-pegida,2,1,24,24,24,3,NA
Karlsruhe,2015-05-12,pro-pegida,1,1,120,120,120,NA,2
Karlsruhe,2015-05-12,anti-pegida,1,1,600,600,600,NA,2
Karlsruhe,2015-05-19,pro-pegida,2,1,70,70,70,NA,0
Karlsruhe,2015-05-19,anti-pegida,1,1,NA,NA,NA,1,2
Karlsruhe,2015-07-28,pro-pegida,1,1,60,60,60,0,NA
Karlsruhe,2015-07-28,anti-pegida,1,1,200,200,200,0,NA
Karlsruhe,2015-11-03,pro-pegida,3,1,60,60,60,NA,NA
Kassel,2014-12-01,pro-pegida,1,1,NA,NA,NA,NA,NA
Kassel,2014-12-01,anti-pegida,1,1,NA,NA,NA,NA,NA
Kassel,2014-12-20,anti-pegida,1,1,NA,NA,NA,NA,NA
Kassel,2014-12-22,pro-pegida,6,1,165,165,165,NA,0
Kassel,2014-12-22,anti-pegida,6,1,2000,2000,2000,0,0
Kassel,2015-01-05,pro-pegida,1,1,200,200,200,NA,NA
Kassel,2015-01-05,anti-pegida,1,1,250,250,250,NA,NA
Kassel,2015-01-19,pro-pegida,3,1,200,200,200,NA,0
Kassel,2015-01-19,anti-pegida,2,1,550,550,550,NA,0
Kassel,2015-02-01,pro-pegida,1,1,56,56,56,NA,0
Kassel,2015-02-01,anti-pegida,1,1,170,170,170,NA,0
Kassel,2015-02-02,anti-pegida,3,1,2000,2000,2000,NA,NA
Kassel,2015-02-23,pro-pegida,1,1,60,60,60,NA,NA
Köln,2014-12-14,anti-pegida,8,1,15375,16000,15000,0,0
Köln,2014-12-15,anti-pegida,1,1,16000,16000,16000,0,NA
Köln,2015-01-05,pro-pegida,24,1,379,500,200,0,0
Köln,2015-01-05,anti-pegida,29,1,3274,8750,2000,2,2
Köln,2015-01-06,pro-pegida,2,1,200,200,200,NA,0
Köln,2015-01-06,anti-pegida,2,1,2000,2000,2000,NA,0
Köln,2015-01-07,pro-pegida,1,1,500,500,500,NA,0
Köln,2015-01-07,anti-pegida,1,1,6000,6000,6000,NA,0
Köln,2015-01-14,pro-pegida,5,1,136,150,80,1,1
Köln,2015-01-14,anti-pegida,5,1,5800,6500,3000,0,1
Köln,2015-01-15,pro-pegida,1,1,150,150,150,NA,0
Köln,2015-01-21,pro-pegida,3,1,123,200,70,0,2
Köln,2015-01-21,anti-pegida,3,1,1167,1500,1000,0,0
Köln,2015-01-28,anti-pegida,1,1,400,400,400,NA,NA
Köln,2015-10-25,pro-pegida,3,1,1167,1500,1000,3,2
Köln,2015-10-25,anti-pegida,3,1,13333,15000,10000,3,2
Köln,2016-01-09,pro-pegida,15,2,1943,3400,1700,4,2
Köln,2016-01-09,anti-pegida,13,1,1517,2650,1300,4,2
Köln,2016-01-10,pro-pegida,2,1,1700,1700,1700,4,2
Köln,2016-01-10,anti-pegida,1,1,1500,1500,1500,NA,NA
Köln,2016-01-11,pro-pegida,4,1,1700,1700,1700,4,2
Köln,2016-01-11,anti-pegida,1,1,1300,1300,1300,NA,NA
Leipzig,2015-01-12,pro-pegida,15,1,4079,5700,2000,3,2
Leipzig,2015-01-12,anti-pegida,15,4,30664,37300,20000,3,2
Leipzig,2015-01-15,anti-pegida,9,1,600,600,600,2,2
Leipzig,2015-01-19,anti-pegida,4,1,3875,5000,500,NA,NA
Leipzig,2015-01-21,pro-pegida,18,1,13500,15000,10000,3,0
Leipzig,2015-01-21,anti-pegida,18,1,16824,20000,2000,4,2
Leipzig,2015-01-26,anti-pegida,2,1,2000,2000,2000,NA,NA
Leipzig,2015-01-30,pro-pegida,7,1,1583,2000,1500,NA,0
Leipzig,2015-01-30,anti-pegida,7,1,5000,5000,5000,2,2
Leipzig,2015-02-09,pro-pegida,4,1,150,200,100,4,2
Leipzig,2015-02-09,anti-pegida,3,1,NA,NA,NA,4,2
Leipzig,2015-02-16,pro-pegida,1,1,650,650,650,NA,0
Leipzig,2015-02-16,anti-pegida,1,1,2000,2000,2000,NA,0
Leipzig,2015-02-23,pro-pegida,2,1,200,200,200,NA,0
Leipzig,2015-02-23,anti-pegida,2,1,200,200,200,NA,0
Leipzig,2015-03-02,pro-pegida,3,1,900,1000,700,3,0
Leipzig,2015-03-02,anti-pegida,3,1,1000,1000,1000,3,0
Leipzig,2015-03-23,pro-pegida,2,1,938,1000,875,NA,NA
Leipzig,2015-03-23,anti-pegida,2,1,938,1000,875,NA,NA
Leipzig,2015-03-30,pro-pegida,1,1,600,600,600,NA,NA
Leipzig,2015-04-27,pro-pegida,1,1,300,300,300,4,2
Leipzig,2015-04-27,anti-pegida,1,1,450,450,450,4,2
Leipzig,2015-05-04,pro-pegida,1,1,300,300,300,NA,0
Leipzig,2015-05-04,anti-pegida,1,1,600,600,600,NA,0
Leipzig,2015-06-17,pro-pegida,1,1,400,400,400,NA,NA
Leipzig,2015-07-06,pro-pegida,2,1,800,800,800,3,0
Leipzig,2015-07-06,anti-pegida,2,1,800,800,800,3,0
Leipzig,2015-08-03,pro-pegida,1,1,600,600,600,NA,0
Leipzig,2015-08-03,anti-pegida,1,1,1000,1000,1000,3,0
Leipzig,2015-08-31,pro-pegida,2,1,600,600,600,NA,2
Leipzig,2015-08-31,anti-pegida,2,1,3000,3000,3000,4,2
Leipzig,2015-09-07,pro-pegida,1,1,500,500,500,NA,0
Leipzig,2015-09-07,anti-pegida,1,2,1500,1500,1500,NA,2
Leipzig,2015-09-21,pro-pegida,1,1,700,700,700,0,0
Leipzig,2015-09-21,anti-pegida,1,1,1500,1500,1500,0,0
Leipzig,2015-09-26,pro-pegida,1,1,350,350,350,NA,NA
Leipzig,2015-09-26,anti-pegida,1,1,2000,2000,2000,2,NA
Leipzig,2015-10-05,pro-pegida,1,1,600,600,600,0,0
Leipzig,2015-10-05,anti-pegida,1,1,NA,NA,NA,0,0
Leipzig,2015-12-07,pro-pegida,1,1,300,300,300,NA,NA
Leipzig,2015-12-13,pro-pegida,1,1,150,150,150,NA,0
Leipzig,2015-12-13,anti-pegida,1,2,200,200,200,4,2
Leipzig,2016-01-04,pro-pegida,1,1,300,300,300,0,0
Leipzig,2016-01-04,anti-pegida,1,1,400,400,400,0,0
Leipzig,2016-01-11,pro-pegida,21,2,1930,3650,200,3,2
Leipzig,2016-01-11,anti-pegida,18,2,2358,5000,200,4,2
Leipzig,2016-02-01,pro-pegida,1,1,700,700,700,3,0
Leipzig,2016-02-01,anti-pegida,1,1,1000,1000,1000,3,NA
Leipzig,2016-03-07,pro-pegida,3,1,800,800,800,3,NA
Leipzig,2016-03-07,anti-pegida,3,2,1467,1700,1200,NA,0
Leipzig,2016-04-04,pro-pegida,1,1,555,555,555,NA,0
Leipzig,2016-04-04,anti-pegida,1,1,1300,1300,1300,NA,0
Leipzig,2016-06-06,pro-pegida,1,1,400,400,400,0,0
Leipzig,2016-06-06,anti-pegida,1,2,650,650,650,0,0
Leipzig,2016-07-09,pro-pegida,1,1,140,140,140,0,0
Leipzig,2016-07-09,anti-pegida,1,1,100,100,100,0,0
Leipzig,2016-09-05,pro-pegida,1,1,200,200,200,0,0
Leipzig,2016-09-05,anti-pegida,1,1,200,200,200,3,0
Leipzig,2017-01-09,pro-pegida,1,1,400,400,400,NA,0
Leipzig,2017-01-09,anti-pegida,1,1,2000,2000,2000,NA,0
Leverkusen,2015-02-04,anti-pegida,1,1,30,30,30,NA,NA
Lübeck,2015-01-17,anti-pegida,1,1,4500,4500,4500,NA,NA
Ludwigshafen am Rhein,2017-08-30,pro-pegida,1,1,24,24,24,0,NA
Magdeburg,2015-01-19,pro-pegida,9,1,600,600,600,NA,0
Magdeburg,2015-01-19,anti-pegida,11,1,5700,7000,2000,NA,0
Magdeburg,2015-02-02,pro-pegida,2,1,600,600,600,NA,NA
Magdeburg,2015-02-02,anti-pegida,2,1,2000,2000,2000,NA,NA
Magdeburg,2015-02-09,pro-pegida,1,1,380,380,380,NA,0
Magdeburg,2015-02-09,anti-pegida,1,1,900,900,900,NA,0
Magdeburg,2015-02-16,pro-pegida,1,1,780,780,780,NA,NA
Magdeburg,2015-02-16,anti-pegida,1,1,700,700,700,NA,NA
Magdeburg,2016-01-16,pro-pegida,1,1,230,230,230,NA,0
Magdeburg,2016-01-16,anti-pegida,1,1,NA,NA,NA,NA,2
Mainz,2015-01-12,anti-pegida,6,1,1750,2500,1500,0,0
Mainz,2016-02-20,pro-pegida,3,1,35,35,35,NA,NA
Mainz,2016-02-20,anti-pegida,3,1,300,300,300,3,2
Mainz,2016-02-22,pro-pegida,1,1,25,25,25,NA,NA
Mainz,2016-02-22,anti-pegida,1,1,500,500,500,NA,NA
Mannheim,2015-01-17,anti-pegida,3,1,11917,12000,11750,0,0
Mönchengladbach,2015-10-30,pro-pegida,4,1,100,100,100,0,0
Mönchengladbach,2015-10-30,anti-pegida,2,1,300,300,300,0,0
Mönchengladbach,2015-10-31,pro-pegida,1,1,NA,NA,NA,NA,NA
Mönchengladbach,2015-12-04,pro-pegida,1,1,100,100,100,0,0
Mönchengladbach,2015-12-04,anti-pegida,1,1,300,300,300,0,0
Mönchengladbach,2016-01-08,pro-pegida,1,1,230,230,230,0,0
Mönchengladbach,2016-01-08,anti-pegida,1,1,300,300,300,0,0
Mönchengladbach,2016-03-11,pro-pegida,2,1,90,90,90,NA,NA
München,2014-12-22,pro-pegida,4,1,24,36,20,NA,0
München,2014-12-22,anti-pegida,15,2,17650,19000,12000,NA,0
München,2014-12-30,anti-pegida,2,1,400,400,400,NA,0
München,2015-01-05,pro-pegida,4,1,278,350,60,NA,NA
München,2015-01-05,anti-pegida,4,1,1625,2000,1500,NA,NA
München,2015-01-12,pro-pegida,6,2,11125,21500,1500,3,2
München,2015-01-12,anti-pegida,15,1,18423,20000,1500,2,2
München,2015-01-13,pro-pegida,1,1,1500,1500,1500,NA,0
München,2015-01-13,anti-pegida,2,1,20000,20000,20000,2,2
München,2015-01-19,pro-pegida,4,1,4300,11000,800,2,2
München,2015-01-19,anti-pegida,11,1,9700,12500,1100,NA,2
München,2015-01-26,pro-pegida,1,1,850,850,850,NA,2
München,2015-01-26,anti-pegida,2,1,2300,2300,2300,4,2
München,2015-02-02,pro-pegida,2,1,350,350,350,NA,0
München,2015-02-02,anti-pegida,2,1,7900,15000,800,NA,2
München,2015-02-09,anti-pegida,1,1,NA,NA,NA,NA,NA
München,2015-07-20,pro-pegida,2,1,160,170,150,NA,2
München,2015-07-20,anti-pegida,2,1,1300,1300,1300,NA,1
München,2015-08-29,anti-pegida,2,1,150,150,150,NA,NA
München,2015-10-05,pro-pegida,2,1,180,180,180,NA,0
München,2015-10-05,anti-pegida,1,1,NA,NA,NA,NA,NA
München,2015-10-19,pro-pegida,4,1,250,250,250,2,2
München,2015-10-19,anti-pegida,3,1,600,600,600,2,2
München,2015-10-28,pro-pegida,1,1,200,200,200,NA,0
München,2015-10-28,anti-pegida,1,1,350,350,350,NA,1
München,2015-11-09,pro-pegida,2,1,100,100,100,NA,0
München,2015-11-09,anti-pegida,5,1,3000,3000,3000,NA,0
München,2016-01-11,pro-pegida,5,1,412,450,400,NA,2
München,2016-01-11,anti-pegida,5,1,762,1050,500,NA,2
München,2016-05-02,pro-pegida,1,1,90,90,90,NA,0
München,2016-05-13,pro-pegida,2,1,8,10,5,NA,0
München,2016-07-18,pro-pegida,1,1,120,120,120,NA,0
München,2016-07-18,anti-pegida,1,1,200,200,200,NA,2
München,2016-08-01,pro-pegida,2,1,140,140,140,NA,0
München,2016-08-01,anti-pegida,1,1,NA,NA,NA,NA,2
München,2016-08-22,pro-pegida,1,1,NA,NA,NA,NA,NA
München,2016-11-07,pro-pegida,1,1,100,100,100,NA,NA
München,2016-11-07,anti-pegida,1,1,400,400,400,NA,NA
München,2017-01-16,pro-pegida,1,1,60,60,60,NA,NA
München,2017-01-16,anti-pegida,1,1,600,600,600,NA,NA
München,2017-02-13,pro-pegida,1,1,NA,NA,NA,NA,NA
München,2017-02-13,anti-pegida,1,1,NA,NA,NA,2,2
München,2017-11-03,pro-pegida,1,1,24,24,24,NA,0
München,2017-11-04,pro-pegida,1,1,24,24,24,NA,0
Münster,2015-01-05,anti-pegida,13,1,9200,10000,2000,NA,NA
Nürnberg,2014-12-23,anti-pegida,1,1,7000,7000,7000,0,0
Nürnberg,2014-12-24,anti-pegida,1,1,200,200,200,0,0
Nürnberg,2015-01-12,anti-pegida,1,1,400,400,400,NA,NA
Nürnberg,2015-01-19,anti-pegida,3,1,2700,2700,2700,0,0
Nürnberg,2015-02-16,pro-pegida,12,1,150,150,150,NA,0
Nürnberg,2015-02-16,anti-pegida,10,1,1244,1500,1000,NA,2
Nürnberg,2015-03-05,pro-pegida,3,1,60,60,60,0,0
Nürnberg,2015-03-05,anti-pegida,3,1,1000,1000,1000,3,2
Nürnberg,2015-03-06,pro-pegida,2,1,60,60,60,0,0
Nürnberg,2015-03-06,anti-pegida,2,1,1000,1000,1000,0,0
Nürnberg,2015-03-09,pro-pegida,3,1,40,40,40,0,0
Nürnberg,2015-03-09,anti-pegida,3,1,600,600,600,2,2
Nürnberg,2015-03-12,pro-pegida,1,1,50,50,50,0,0
Nürnberg,2015-03-12,anti-pegida,1,1,500,500,500,0,0
Nürnberg,2015-03-19,pro-pegida,1,1,70,70,70,NA,0
Nürnberg,2015-03-19,anti-pegida,1,1,250,250,250,NA,0
Nürnberg,2015-03-26,pro-pegida,2,1,55,60,50,0,0
Nürnberg,2015-03-26,anti-pegida,2,1,500,500,500,0,0
Nürnberg,2015-04-09,pro-pegida,2,1,70,70,70,0,0
Nürnberg,2015-04-09,anti-pegida,2,1,300,300,300,0,0
Nürnberg,2015-04-16,pro-pegida,1,1,70,70,70,0,0
Nürnberg,2015-04-16,anti-pegida,1,1,350,350,350,0,0
Nürnberg,2015-04-23,pro-pegida,1,1,50,50,50,0,0
Nürnberg,2015-04-23,anti-pegida,1,1,150,150,150,0,0
Nürnberg,2015-05-07,pro-pegida,1,1,50,50,50,0,0
Nürnberg,2015-05-07,anti-pegida,1,1,200,200,200,0,0
Nürnberg,2015-05-21,pro-pegida,1,1,100,100,100,0,0
Nürnberg,2015-05-21,anti-pegida,1,1,300,300,300,0,0
Nürnberg,2015-10-24,pro-pegida,2,1,100,100,100,NA,0
Nürnberg,2015-10-24,anti-pegida,2,2,525,550,500,NA,0
Nürnberg,2015-10-26,pro-pegida,3,1,120,120,120,NA,0
Nürnberg,2015-10-26,anti-pegida,3,1,350,350,350,NA,0
Nürnberg,2015-10-31,pro-pegida,3,1,130,130,130,0,0
Nürnberg,2015-10-31,anti-pegida,2,1,500,500,500,0,0
Nürnberg,2015-11-02,pro-pegida,1,1,130,130,130,0,0
Nürnberg,2015-11-02,anti-pegida,1,1,500,500,500,0,0
Nürnberg,2016-01-16,pro-pegida,4,1,175,200,150,0,0
Nürnberg,2016-01-16,anti-pegida,4,1,600,600,600,2,2
Nürnberg,2016-01-18,pro-pegida,2,1,200,200,200,NA,0
Nürnberg,2016-01-18,anti-pegida,2,1,600,600,600,2,2
Nürnberg,2016-01-31,pro-pegida,4,1,500,500,500,NA,NA
Nürnberg,2016-02-15,pro-pegida,1,1,150,150,150,0,0
Nürnberg,2016-02-15,anti-pegida,1,1,250,250,250,0,0
Nürnberg,2017-02-17,pro-pegida,1,1,10,10,10,0,0
Nürnberg,2017-02-17,anti-pegida,1,1,150,150,150,0,0
Nürnberg,2017-03-26,pro-pegida,1,1,100,100,100,NA,NA
Nürnberg,2017-03-26,anti-pegida,1,1,120,120,120,NA,NA
Osnabrück,2015-01-19,anti-pegida,2,1,2000,2000,2000,NA,NA
Paderborn,2015-01-01,anti-pegida,3,1,200,200,200,0,NA
Paderborn,2015-02-07,anti-pegida,2,1,400,400,400,NA,NA
Plauen,2015-10-04,pro-pegida,1,1,5000,5000,5000,NA,NA
Potsdam,2015-01-18,anti-pegida,1,1,300,300,300,NA,NA
Potsdam,2016-01-11,pro-pegida,9,1,123,220,100,0,0
Potsdam,2016-01-11,anti-pegida,9,2,388,1000,200,4,2
Potsdam,2016-01-20,pro-pegida,4,1,212,300,150,NA,2
Potsdam,2016-01-20,anti-pegida,4,1,1025,1100,1000,3,0
Potsdam,2016-01-27,pro-pegida,1,1,NA,NA,NA,NA,NA
Potsdam,2016-01-27,anti-pegida,1,1,NA,NA,NA,NA,NA
Potsdam,2016-02-03,pro-pegida,4,1,130,150,100,0,2
Potsdam,2016-02-03,anti-pegida,4,2,525,1000,200,2,2
Potsdam,2016-02-05,pro-pegida,1,1,150,150,150,NA,0
Potsdam,2016-02-05,anti-pegida,1,1,700,700,700,2,2
Potsdam,2016-02-10,pro-pegida,1,1,120,120,120,0,0
Potsdam,2016-02-10,anti-pegida,1,1,NA,NA,NA,0,0
Potsdam,2016-02-17,pro-pegida,2,1,80,80,80,NA,0
Potsdam,2016-02-17,anti-pegida,2,1,1000,1000,1000,NA,0
Potsdam,2016-02-18,pro-pegida,1,1,100,100,100,NA,0
Potsdam,2016-02-18,anti-pegida,1,1,200,200,200,4,2
Potsdam,2016-02-24,pro-pegida,3,1,72,75,70,0,0
Potsdam,2016-02-24,anti-pegida,3,1,933,1000,800,0,0
Potsdam,2016-03-09,pro-pegida,3,1,73,100,60,0,0
Potsdam,2016-03-09,anti-pegida,3,1,350,500,200,0,0
Potsdam,2016-04-07,pro-pegida,1,1,50,50,50,0,0
Potsdam,2016-04-07,anti-pegida,1,1,500,500,500,0,0
Potsdam,2016-08-20,pro-pegida,1,1,50,50,50,0,0
Potsdam,2016-08-20,anti-pegida,1,1,300,300,300,0,1
Regensburg,2017-09-09,pro-pegida,3,1,32,35,30,0,0
Regensburg,2017-09-09,anti-pegida,4,1,1750,2000,1000,3,0
Rostock,2015-01-05,anti-pegida,7,1,800,800,800,NA,NA
Rostock,2015-01-06,anti-pegida,1,1,800,800,800,NA,NA
Rostock,2015-01-12,anti-pegida,1,1,2000,2000,2000,NA,NA
Saarbrücken,2015-01-12,pro-pegida,4,1,300,300,300,3,2
Saarbrücken,2015-01-12,anti-pegida,6,2,9017,9050,9000,3,0
Saarbrücken,2015-01-19,pro-pegida,4,1,125,150,100,NA,NA
Saarbrücken,2015-01-19,anti-pegida,4,1,1140,1280,1000,NA,NA
Saarbrücken,2015-11-04,anti-pegida,1,1,1600,1600,1600,NA,0
Schwerin,2015-01-12,pro-pegida,4,1,300,300,300,NA,0
Schwerin,2015-01-12,anti-pegida,4,1,1600,1600,1600,NA,0
Schwerin,2015-01-13,pro-pegida,1,1,NA,NA,NA,NA,NA
Schwerin,2015-01-13,anti-pegida,1,1,NA,NA,NA,NA,NA
Schwerin,2015-01-26,pro-pegida,2,1,500,500,500,NA,0
Schwerin,2015-01-26,anti-pegida,2,1,500,500,500,NA,0
Schwerin,2015-02-09,pro-pegida,2,1,250,250,250,NA,0
Schwerin,2015-02-09,anti-pegida,2,3,225,300,150,2,2
Schwerin,2015-02-23,pro-pegida,1,1,260,260,260,NA,NA
Schwerin,2015-02-23,anti-pegida,1,3,250,250,250,NA,NA
Schwerin,2015-10-17,pro-pegida,2,1,300,300,300,0,0
Stuttgart,2015-01-05,anti-pegida,10,1,7333,8000,2000,NA,NA
Stuttgart,2015-01-07,anti-pegida,5,1,8000,8000,8000,NA,NA
Stuttgart,2015-01-12,anti-pegida,2,1,300,300,300,NA,NA
Stuttgart,2015-05-17,pro-pegida,8,1,200,200,200,NA,0
Stuttgart,2015-05-17,anti-pegida,8,1,4000,4000,4000,4,2
Stuttgart,2015-05-18,pro-pegida,1,1,100,100,100,NA,NA
Stuttgart,2015-05-18,anti-pegida,1,1,3000,3000,3000,NA,NA
Stuttgart,2015-05-19,pro-pegida,1,1,200,200,200,NA,0
Stuttgart,2015-05-19,anti-pegida,1,1,3000,3000,3000,2,2
Trier,2015-01-26,anti-pegida,4,1,925,1000,800,0,0
Trier,2015-01-27,anti-pegida,1,1,800,800,800,NA,NA
Ulm,2015-02-02,anti-pegida,2,1,135,150,120,0,0
Ulm,2015-02-07,anti-pegida,1,1,200,200,200,NA,NA
Wiesbaden,2015-01-19,anti-pegida,6,1,9667,10000,8000,NA,0
Wuppertal,2015-03-14,pro-pegida,28,1,814,1000,800,4,2
Wuppertal,2015-03-14,anti-pegida,20,1,2000,2000,2000,3,2
Würzburg,2014-12-01,pro-pegida,3,1,25,25,25,0,0
Würzburg,2014-12-01,anti-pegida,3,1,250,250,250,0,0
Würzburg,2014-12-08,pro-pegida,4,1,40,40,40,NA,0
Würzburg,2014-12-08,anti-pegida,5,2,420,600,200,0,1
Würzburg,2014-12-15,pro-pegida,3,1,100,100,100,3,NA
Würzburg,2014-12-15,anti-pegida,2,1,NA,NA,NA,3,2
Würzburg,2014-12-22,pro-pegida,5,1,200,200,200,0,0
Würzburg,2014-12-22,anti-pegida,6,2,900,1000,700,3,1
Würzburg,2015-01-05,pro-pegida,6,1,285,300,250,3,2
Würzburg,2015-01-05,anti-pegida,5,3,1606,2330,1400,2,2
Würzburg,2015-01-12,pro-pegida,4,1,275,325,250,3,0
Würzburg,2015-01-12,anti-pegida,5,1,1383,1600,1200,3,0
Würzburg,2015-01-19,pro-pegida,2,1,300,300,300,NA,NA
Würzburg,2015-01-19,anti-pegida,1,2,1500,1500,1500,NA,NA
Würzburg,2015-01-26,pro-pegida,4,1,120,120,120,NA,0
Würzburg,2015-01-26,anti-pegida,3,1,833,900,800,NA,0
Würzburg,2015-02-02,pro-pegida,2,1,120,120,120,NA,0
Würzburg,2015-02-02,anti-pegida,2,1,500,500,500,NA,0
Würzburg,2015-02-09,pro-pegida,1,1,100,100,100,NA,0
Würzburg,2015-02-09,anti-pegida,1,2,510,510,510,NA,0
Würzburg,2015-03-14,anti-pegida,3,1,6000,6000,6000,0,0
Würzburg,2015-03-23,pro-pegida,2,1,60,60,60,NA,0
Würzburg,2015-03-23,anti-pegida,1,1,100,100,100,NA,0
Würzburg,2015-10-12,pro-pegida,4,1,100,100,100,NA,NA
Würzburg,2015-10-12,anti-pegida,1,1,NA,NA,NA,NA,NA
Würzburg,2016-02-06,anti-pegida,1,1,300,300,300,NA,NA
